,total_units,counted_rental_units,counted_homeownership_units,_1_br_units,_2_br_units,_3_br_units,_4_br_units,_5_br_units,_6_br_units,project_id
2992,12,12,0,0,12,0,0,0,0,63844
2993,12,12,0,0,12,0,0,0,0,63844
2994,12,12,0,12,0,0,0,0,0,63844
2995,12,12,0,0,12,0,0,0,0,63844
2996,12,12,0,0,12,0,0,0,0,63844
2997,12,12,0,12,0,0,0,0,0,63844
2998,12,12,0,12,0,0,0,0,0,63844
2999,6,6,0,0,0,6,0,0,0,63844
3000,2,0,2,0,0,2,0,0,0,65049
3001,2,0,2,0,2,0,0,0,0,65057
3002,2,0,2,0,0,2,0,0,0,65063
3003,9,0,9,0,9,0,0,0,0,47878
3004,1,0,1,0,1,0,0,0,0,65028
3005,1,0,1,0,1,0,0,0,0,65040
3006,83,83,0,35,36,10,1,0,0,60484
3007,35,35,0,18,0,17,0,0,0,60872
3008,16,16,0,5,6,3,0,2,0,60872
3009,30,30,0,1,12,11,6,0,0,60872
3010,30,30,0,1,12,11,6,0,0,60872
3011,54,54,0,29,12,0,0,0,0,63859
3012,155,155,0,62,61,20,0,0,0,63885
3013,86,86,0,56,20,0,0,0,0,63887
3014,2,0,2,0,0,2,0,0,0,65079
3015,43,43,0,25,12,0,0,0,0,62266
3016,28,28,0,10,14,4,0,0,0,62267
3017,28,28,0,12,12,4,0,0,0,62267
3018,71,71,0,47,15,9,0,0,0,62268
3019,157,157,0,115,24,6,6,0,0,62269
3020,28,28,0,11,17,0,0,0,0,62270
3021,57,57,0,33,0,0,0,0,0,62271
3022,45,45,0,0,0,0,0,0,0,60000
3023,50,15,0,8,5,0,0,0,0,63003
3024,1,0,1,0,0,1,0,0,0,65026
3025,10,10,0,0,4,5,0,0,0,58885
3026,7,7,0,0,3,4,0,0,0,58885
3027,7,7,0,0,4,3,0,0,0,58885
3028,1,0,1,0,1,0,0,0,0,65025
3029,2,0,2,0,2,0,0,0,0,65047
3030,492,492,0,79,153,142,43,0,0,65056
3031,78,77,0,24,13,3,0,0,0,60212
3032,37,37,0,8,9,2,0,0,0,60213
3033,1,0,1,1,0,0,0,0,0,65027
3034,69,69,0,38,17,8,6,0,0,63358
3035,2,0,2,0,2,0,0,0,0,65060
3036,8,8,0,1,3,4,0,0,0,64268
3037,3,3,0,0,1,2,0,0,0,64268
3038,6,6,0,1,5,0,0,0,0,64268
3039,16,16,0,10,6,0,0,0,0,64268
3040,8,8,0,0,7,1,0,0,0,64268
3041,6,6,0,4,2,0,0,0,0,64268
3042,6,6,0,4,2,0,0,0,0,64268
3043,6,6,0,4,2,0,0,0,0,64268
3044,6,6,0,4,2,0,0,0,0,64268
3045,25,25,0,0,15,8,0,0,0,64268
3046,32,32,0,12,19,0,0,0,0,64268
3047,45,45,0,13,31,0,0,0,0,64268
3048,16,16,0,15,0,0,0,0,0,64268
3049,8,8,0,1,7,0,0,0,0,64268
3050,16,16,0,6,6,0,0,0,0,64268
3051,16,16,0,1,8,7,0,0,0,64268
3052,8,8,0,1,7,0,0,0,0,64268
3053,8,8,0,0,8,0,0,0,0,64268
3054,12,12,0,6,4,2,0,0,0,64268
3055,6,6,0,5,0,0,0,0,0,64268
3056,6,6,0,1,5,0,0,0,0,64268
3057,6,6,0,1,5,0,0,0,0,64268
3058,3,3,0,0,1,2,0,0,0,64268
3059,6,6,0,6,0,0,0,0,0,64268
3060,6,6,0,4,2,0,0,0,0,64268
3061,6,6,0,2,4,0,0,0,0,64268
3062,16,16,0,12,0,0,0,0,0,64268
3063,8,8,0,1,7,0,0,0,0,64268
3064,16,16,0,10,6,0,0,0,0,64268
3065,6,6,0,5,0,0,0,0,0,64268
3066,6,6,0,5,0,0,0,0,0,64268
3067,3,3,0,0,1,2,0,0,0,64268
3068,3,3,0,0,1,2,0,0,0,64268
3069,3,3,0,0,1,2,0,0,0,64268
3070,6,6,0,4,2,0,0,0,0,64268
3071,8,8,0,0,7,1,0,0,0,64268
3072,8,8,0,1,7,0,0,0,0,64268
3073,16,16,0,10,6,0,0,0,0,64268
3074,8,8,0,6,2,0,0,0,0,64268
3075,8,8,0,3,4,0,0,0,0,64268
3076,3,3,0,0,1,2,0,0,0,64268
3077,123,0,9,4,5,0,0,0,0,58521
3078,23,22,0,0,18,4,0,0,0,58667
3079,14,14,0,0,0,0,0,0,0,61627
3080,58,58,0,0,1,0,0,0,0,61627
3081,115,24,0,13,6,0,0,0,0,60740
3082,39,39,0,22,1,0,0,0,0,59382
3083,35,35,0,20,0,0,0,0,0,59382
3084,28,6,0,4,2,0,0,0,0,65104
3085,70,70,0,42,23,0,0,0,0,63356
3086,75,15,0,4,8,0,0,0,0,65110
3087,1,0,1,0,0,1,0,0,0,64865
3088,1,0,1,0,0,1,0,0,0,64866
3089,1,0,1,0,0,0,1,0,0,64868
3090,174,174,0,86,44,30,0,0,0,58621
3091,12,3,0,1,0,0,0,0,0,65116
3092,11,0,10,0,0,0,0,0,0,49279
3093,70,14,0,6,7,0,0,0,0,65072
3094,45,9,0,4,5,0,0,0,0,65074
3095,168,34,0,15,5,0,0,0,0,65134
3096,89,89,0,0,0,0,0,0,0,58671
3097,1,0,1,0,1,0,0,0,0,64859
3098,39,8,0,4,4,0,0,0,0,65143
3099,1,0,1,0,0,1,0,0,0,64858
3100,1,0,1,1,0,0,0,0,0,64855
3101,1,0,1,0,0,1,0,0,0,64857
3102,1,0,1,0,1,0,0,0,0,64850
3103,1,0,1,0,1,0,0,0,0,64652
3104,186,0,151,100,33,0,0,0,0,63839
3105,186,0,139,73,50,0,0,0,0,63839
3106,186,0,145,78,49,0,0,0,0,63839
3107,186,0,136,75,46,0,0,0,0,63839
3108,378,0,294,131,83,35,0,0,0,63839
3109,378,0,289,124,84,34,0,0,0,63839
3110,378,0,283,129,86,31,0,0,0,63839
3111,378,0,295,127,87,35,0,0,0,63839
3112,378,0,301,130,94,30,0,0,0,63839
3113,186,0,156,82,57,0,0,0,0,63839
3114,33,33,0,5,23,5,0,0,0,62303
3115,38,8,0,4,4,0,0,0,0,65103
3116,1,0,1,0,0,1,0,0,0,64654
3117,1,0,1,0,0,1,0,0,0,64655
3118,1,0,1,0,1,0,0,0,0,64653
3119,99,20,0,9,10,0,0,0,0,65124
3120,127,127,0,30,83,14,0,0,0,63838
3121,4,0,4,0,4,0,0,0,0,64453
3122,1,0,1,0,0,1,0,0,0,64650
3123,1,0,1,0,0,1,0,0,0,64649
3124,1,0,1,0,0,1,0,0,0,64656
3125,218,218,0,118,39,33,0,0,0,54520
3126,154,154,0,57,51,24,0,0,0,60020
3127,167,167,0,57,61,24,0,0,0,60810
3128,153,153,0,47,53,23,0,0,0,61405
3129,1,0,1,0,0,0,0,0,1,64646
3130,108,22,0,7,12,0,0,0,0,63121
3131,363,73,0,36,15,0,0,0,0,61902
3132,1,0,1,1,0,0,0,0,0,64396
3133,40,8,0,4,4,0,0,0,0,65136
3134,18,18,0,2,10,6,0,0,0,59637
3135,24,24,0,6,11,0,6,0,0,59637
3136,2,0,2,0,2,0,0,0,0,64407
3137,1,0,1,0,0,0,1,0,0,64394
3138,1,0,1,0,1,0,0,0,0,64395
3139,150,150,0,18,79,51,2,0,0,52735
3140,1,0,1,1,0,0,0,0,0,64393
3141,1,0,1,0,0,1,0,0,0,64384
3142,1,0,1,0,1,0,0,0,0,64392
3143,14,3,0,3,0,0,0,0,0,65102
3144,2,0,2,0,2,0,0,0,0,64301
3145,1,0,1,0,0,0,1,0,0,64391
3146,136,136,0,35,45,24,0,0,0,59495
3147,73,73,0,0,0,0,0,0,0,65036
3148,33,7,0,2,4,0,0,0,0,65086
3149,1,0,1,0,0,1,0,0,0,64381
3150,1,0,1,1,0,0,0,0,0,64379
3151,1,0,1,0,1,0,0,0,0,64377
3152,1,0,1,0,0,1,0,0,0,64332
3153,49,49,0,24,12,10,2,0,0,60034
3154,26,0,0,0,0,0,0,0,0,60034
3155,11,0,0,0,0,0,0,0,0,60034
3156,14,0,0,0,0,0,0,0,0,60034
3157,11,0,0,0,0,0,0,0,0,60034
3158,11,0,0,0,0,0,0,0,0,60034
3159,10,0,0,0,0,0,0,0,0,60034
3160,1,0,1,0,1,0,0,0,0,51950
3161,1,0,1,0,0,1,0,0,0,51950
3162,1,0,1,0,1,0,0,0,0,51950
3163,1,0,1,0,1,0,0,0,0,51950
3164,1,0,1,1,0,0,0,0,0,51950
3165,1,0,1,0,1,0,0,0,0,51950
3166,1,0,1,0,0,1,0,0,0,51950
3167,1,0,1,0,0,1,0,0,0,51950
3168,1,0,1,0,0,1,0,0,0,51950
3169,1,0,1,0,1,0,0,0,0,51950
3170,1,0,1,0,0,0,1,0,0,51950
3171,1,0,1,0,1,0,0,0,0,51950
3172,1,0,1,0,0,1,0,0,0,51950
3173,1,0,1,0,1,0,0,0,0,51950
3174,1,0,1,0,1,0,0,0,0,51950
3175,1,0,1,0,0,1,0,0,0,51950
3176,1,0,1,0,1,0,0,0,0,51950
3177,1,0,1,0,0,1,0,0,0,51950
3178,1,0,1,0,0,1,0,0,0,51950
3179,1,0,1,0,0,1,0,0,0,51950
3180,52,52,0,30,17,5,0,0,0,52985
3181,1,0,1,0,0,1,0,0,0,64106
3182,1,0,1,1,0,0,0,0,0,64088
3183,35,2,0,1,0,0,0,0,0,64645
3184,9,2,0,0,2,0,0,0,0,64645
3185,7,0,7,3,3,1,0,0,0,44332
3186,10,0,10,2,6,2,0,0,0,44332
3187,8,0,8,2,6,0,0,0,0,44332
3188,1,0,1,0,0,1,0,0,0,64087
3189,1,0,1,0,1,0,0,0,0,64086
3190,1,0,1,0,0,1,0,0,0,64085
3191,21,5,0,5,0,0,0,0,0,65097
3192,97,97,0,87,10,0,0,0,0,58876
3193,97,97,0,72,1,0,0,0,0,58876
3194,136,41,0,20,6,0,0,0,0,61655
3195,1,0,1,0,0,1,0,0,0,63870
3196,1,0,1,1,0,0,0,0,0,63868
3197,1,0,1,1,0,0,0,0,0,63869
3198,1,0,1,0,0,1,0,0,0,63867
3199,17,17,0,10,1,6,0,0,0,60427
3200,27,27,0,8,19,0,0,0,0,60427
3201,23,23,0,13,4,6,0,0,0,60427
3202,35,35,0,18,6,10,0,0,0,60427
3203,24,24,0,22,1,0,0,0,0,60427
3204,1,0,1,0,1,0,0,0,0,63866
3205,1,0,1,0,0,1,0,0,0,63865
3206,81,81,0,1,0,0,0,0,0,58388
3207,1,0,1,0,0,0,0,0,0,63864
3208,91,19,0,7,4,0,0,0,0,52989
3209,1,0,1,0,1,0,0,0,0,63863
3210,14,3,0,3,0,0,0,0,0,58756
3211,34,7,0,3,4,0,0,0,0,65071
3212,168,168,0,101,1,0,0,0,0,58966
3213,120,120,0,66,27,19,0,0,0,60249
3214,80,80,0,45,17,13,0,0,0,60249
3215,2,0,2,0,0,2,0,0,0,63348
3216,2,0,2,0,0,0,0,0,0,63349
3217,1,0,1,0,0,1,0,0,0,63738
3218,120,120,0,50,52,18,0,0,0,55264
3219,232,232,0,90,57,25,0,0,0,58625
3220,53,53,0,22,16,8,0,0,0,60319
3221,126,0,126,48,45,33,0,0,0,60342
3222,12,12,0,0,4,8,0,0,0,60777
3223,158,0,158,78,40,40,0,0,0,63372
3224,188,0,188,71,94,0,0,0,0,63372
3225,72,0,72,36,18,18,0,0,0,63372
3226,16,0,16,0,0,0,0,0,0,63372
3227,160,160,0,69,39,0,0,0,0,44282
3228,305,305,0,68,185,17,0,0,0,44339
3229,6,6,0,0,6,0,0,0,0,58864
3230,16,16,0,3,13,0,0,0,0,58864
3231,4,4,0,3,1,0,0,0,0,58864
3232,6,6,0,4,2,0,0,0,0,58864
3233,6,6,0,5,0,0,0,0,0,58864
3234,11,11,0,0,9,2,0,0,0,58864
3235,6,6,0,0,6,0,0,0,0,58864
3236,6,6,0,0,6,0,0,0,0,58864
3237,327,327,0,0,1,0,0,0,0,58889
3238,13,13,0,0,5,0,0,0,0,58891
3239,4,4,0,1,1,2,0,0,0,58891
3240,3,3,0,0,0,3,0,0,0,58891
3241,9,9,0,1,4,0,0,0,0,58891
3242,11,11,0,1,10,0,0,0,0,58891
3243,3,3,0,0,3,0,0,0,0,58891
3244,9,9,0,4,4,0,0,0,0,58891
3245,5,5,0,1,2,0,0,0,0,58891
3246,24,24,0,17,0,0,0,0,0,58891
3247,24,24,0,17,0,0,0,0,0,58891
3248,10,10,0,0,10,0,0,0,0,58891
3249,10,10,0,0,9,0,0,0,0,58891
3250,15,15,0,6,4,5,0,0,0,58891
3251,15,15,0,6,8,1,0,0,0,58891
3252,14,14,0,0,10,0,0,0,0,58891
3253,60,60,0,25,16,5,0,0,0,58891
3254,8,8,0,7,0,0,0,0,0,58891
3255,8,8,0,7,0,0,0,0,0,58891
3256,14,14,0,0,0,4,0,0,0,58891
3257,18,18,0,5,0,6,0,0,0,58891
3258,30,30,0,3,11,3,0,0,0,58891
3259,8,8,0,1,3,0,0,0,0,58891
3260,18,18,0,0,6,0,0,0,0,58891
3261,24,24,0,6,18,0,0,0,0,58891
3262,24,24,0,0,17,0,0,0,0,58891
3263,3,3,0,3,0,0,0,0,0,58891
3264,9,9,0,0,6,0,0,0,0,58891
3265,10,10,0,9,0,0,0,0,0,58891
3266,5,5,0,0,5,0,0,0,0,58891
3267,4,4,0,3,0,0,0,0,0,58891
3268,3,3,0,2,0,1,0,0,0,58891
3269,14,14,0,3,1,8,2,0,0,58891
3270,13,13,0,4,1,0,0,0,0,58891
3271,4,4,0,0,4,0,0,0,0,58891
3272,18,18,0,1,11,0,0,0,0,58891
3273,8,8,0,0,0,0,0,0,0,58891
3274,4,4,0,4,0,0,0,0,0,58891
3275,6,6,0,5,0,0,0,0,0,58891
3276,16,16,0,4,12,0,0,0,0,58891
3277,8,8,0,0,4,4,0,0,0,58891
3278,193,0,193,96,97,0,0,0,0,63369
3279,41,41,0,25,12,0,0,0,0,60505
3280,1,0,1,0,0,1,0,0,0,63717
3281,539,539,0,202,217,22,0,0,0,52774
3282,130,130,0,46,60,12,0,0,0,52775
3283,223,223,0,86,69,34,0,0,0,58955
3284,267,267,0,121,64,42,0,0,0,60779
3285,68,68,0,14,49,5,0,0,0,58829
3286,40,40,0,10,15,9,1,1,0,63373
3287,40,40,0,10,15,9,1,1,0,63373
3288,32,32,0,8,12,8,1,0,0,63373
3289,217,217,0,53,82,51,5,5,0,63373
3290,56,56,0,14,21,13,1,1,0,63373
3291,16,16,0,4,6,4,0,0,0,63373
3292,40,40,0,10,15,9,1,1,0,63373
3293,32,32,0,8,12,8,1,0,0,63373
3294,206,206,0,51,77,49,5,4,0,63373
3295,198,198,0,49,74,47,4,4,0,63373
3296,216,216,0,53,81,51,5,5,0,63373
3297,352,0,352,60,206,84,0,0,0,63371
3298,1,0,1,0,0,1,0,0,0,63553
3299,134,27,0,11,9,0,0,0,0,59004
3300,1,0,1,1,0,0,0,0,0,63737
3301,1,0,1,1,0,0,0,0,0,63554
3302,29,4,0,1,2,0,0,0,0,58926
3303,40,8,0,6,2,0,0,0,0,61713
3304,1,0,1,0,0,1,0,0,0,63716
3305,40,39,0,31,8,0,0,0,0,53557
3306,39,39,0,31,8,0,0,0,0,53557
3307,40,39,0,31,8,0,0,0,0,53557
3308,39,39,0,31,8,0,0,0,0,53557
3309,39,38,0,30,8,0,0,0,0,53557
3310,39,39,0,31,8,0,0,0,0,53557
3311,68,68,0,0,0,0,0,0,0,58793
3312,500,100,0,54,14,0,0,0,0,61016
3313,1,0,1,0,0,1,0,0,0,63335
3314,1,0,1,1,0,0,0,0,0,63736
3315,25,25,0,15,10,0,0,0,0,58631
3316,1,0,1,0,0,0,0,0,0,63339
3317,1,0,1,0,1,0,0,0,0,63225
3318,1,0,1,0,1,0,0,0,0,63274
3319,6,6,0,0,3,0,0,0,0,59031
3320,3,3,0,3,0,0,0,0,0,59031
3321,11,11,0,3,5,0,0,0,0,59031
3322,8,8,0,0,8,0,0,0,0,59031
3323,10,10,0,10,0,0,0,0,0,59031
3324,8,8,0,8,0,0,0,0,0,59031
3325,10,10,0,9,0,0,0,0,0,59031
3326,8,8,0,4,4,0,0,0,0,59031
3327,51,50,0,17,27,5,1,0,0,53555
3328,103,102,0,56,25,16,5,0,0,53555
3329,83,82,0,58,24,0,0,0,0,53556
3330,55,53,0,42,11,0,0,0,0,53556
3331,41,9,0,4,5,0,0,0,0,65099
3332,2,0,2,0,0,0,0,0,0,64617
3333,214,49,0,18,28,3,0,0,0,61736
3334,646,156,0,31,93,0,0,0,0,61738
3335,272,64,0,10,41,2,0,0,0,61741
3336,1,0,1,1,0,0,0,0,0,63269
3337,86,23,0,6,12,0,0,0,0,58697
3338,100,100,0,0,41,0,0,0,0,63368
3339,1,0,1,0,1,0,0,0,0,63174
3340,8,2,0,1,0,0,0,0,0,65064
3341,9,9,0,0,1,4,0,0,4,58658
3342,8,8,0,1,0,4,3,0,0,58658
3343,8,8,0,0,1,0,7,0,0,58658
3344,7,7,0,0,6,0,1,0,0,58658
3345,10,10,0,0,1,1,8,0,0,58658
3346,1,0,1,1,0,0,0,0,0,63267
3347,1,0,1,0,0,1,0,0,0,63271
3348,16,16,0,0,9,6,1,0,0,50386
3349,12,12,0,1,5,3,0,0,0,58980
3350,8,8,0,0,7,0,0,0,0,58980
3351,8,8,0,0,8,0,0,0,0,58980
3352,8,8,0,0,2,3,0,0,0,58980
3353,1,0,1,0,0,0,0,1,0,63096
3354,2,0,2,0,0,0,0,0,0,63338
3355,18,17,0,1,16,0,0,0,0,61021
3356,43,0,20,0,16,4,0,0,0,57758
3357,1,0,1,0,0,1,0,0,0,63095
3358,10,2,0,1,1,0,0,0,0,65080
3359,1,0,1,0,0,1,0,0,0,50424
3360,1,0,1,0,0,0,1,0,0,50424
3361,1,0,1,0,0,1,0,0,0,50424
3362,1,0,1,0,0,1,0,0,0,50424
3363,1,0,1,0,1,0,0,0,0,50424
3364,1,0,1,0,1,0,0,0,0,50424
3365,1,0,1,0,1,0,0,0,0,50424
3366,1,0,1,0,0,1,0,0,0,50424
3367,1,0,1,0,0,1,0,0,0,50424
3368,1,0,1,0,0,1,0,0,0,50424
3369,1,0,1,0,0,1,0,0,0,50424
3370,1,0,1,0,0,1,0,0,0,50424
3371,1,0,1,0,0,1,0,0,0,50424
3372,1,0,1,0,0,1,0,0,0,50424
3373,1,0,1,0,1,0,0,0,0,50424
3374,1,0,1,0,0,1,0,0,0,50424
3375,1,0,1,0,0,1,0,0,0,50424
3376,1,0,1,0,0,1,0,0,0,50424
3377,1,0,1,0,0,1,0,0,0,50424
3378,1,0,1,0,1,0,0,0,0,63093
3379,4,4,0,4,0,0,0,0,0,49716
3380,7,7,0,0,1,1,5,0,0,49716
3381,27,27,0,4,22,0,0,0,0,49716
3382,8,8,0,7,0,0,0,0,0,49716
3383,4,4,0,0,2,0,0,0,0,49716
3384,4,4,0,0,2,0,0,0,0,49716
3385,9,9,0,7,0,0,0,0,0,49716
3386,12,12,0,0,4,0,0,0,0,49716
3387,13,13,0,3,7,0,0,0,0,49716
3388,1,0,1,0,0,1,0,0,0,62990
3389,1,0,1,0,0,0,0,0,0,62287
3390,1,0,1,1,0,0,0,0,0,62989
3391,1,0,1,0,1,0,0,0,0,62987
3392,1,0,1,0,0,1,0,0,0,62988
3393,9,0,9,0,9,0,0,0,0,58302
3394,1,0,1,1,0,0,0,0,0,62986
3395,135,135,0,27,20,6,0,0,0,58965
3396,126,126,0,0,58,0,0,0,0,59740
3397,1,0,1,1,0,0,0,0,0,62985
3398,114,23,0,8,13,0,0,0,0,65131
3399,5,1,0,0,1,0,0,0,0,65115
3400,1,0,1,0,0,1,0,0,0,62984
3401,1,0,1,0,0,1,0,0,0,62983
3402,20,4,0,3,0,0,0,0,0,65141
3403,1,0,1,0,0,1,0,0,0,62982
3404,25,6,0,3,0,0,0,0,0,65105
3405,233,70,0,42,7,0,0,0,0,53484
3406,1,0,1,0,0,1,0,0,0,62978
3407,1,0,1,0,1,0,0,0,0,62981
3408,175,35,0,16,6,3,0,0,0,65098
3409,239,0,239,91,90,32,0,0,0,57533
3410,1,0,1,0,0,1,0,0,0,62976
3411,1,0,1,1,0,0,0,0,0,62974
3412,1,0,1,0,0,1,0,0,0,62973
3413,3,0,3,0,0,0,0,0,0,62178
3414,1,0,1,0,1,0,0,0,0,63013
3415,1,0,1,0,0,0,0,0,0,62162
3416,26,26,0,11,10,5,0,0,0,60049
3417,26,26,0,11,10,5,0,0,0,60049
3418,31,31,0,16,9,1,0,0,0,60049
3419,1,0,1,0,0,1,0,0,0,63012
3420,120,24,0,20,3,0,0,0,0,55205
3421,115,23,0,11,12,0,0,0,0,65077
3422,13,3,10,0,5,4,4,0,0,58992
3423,1,0,1,0,1,0,0,0,0,63011
3424,6,6,0,0,6,0,0,0,0,58823
3425,20,20,0,20,0,0,0,0,0,60361
3426,44,9,0,4,5,0,0,0,0,65139
3427,1,0,1,1,0,0,0,0,0,62996
3428,27,6,0,3,3,0,0,0,0,65094
3429,10,2,0,0,2,0,0,0,0,65119
3430,1,0,1,0,0,1,0,0,0,62995
3431,118,24,0,12,12,0,0,0,0,65113
3432,68,68,0,61,1,0,0,0,0,52999
3433,1,0,1,0,0,1,0,0,0,62994
3434,1,0,1,0,0,1,0,0,0,63007
3435,1,0,1,1,0,0,0,0,0,62246
3436,1000,50,0,15,3,0,0,0,0,65125
3437,70,18,0,10,0,0,0,0,0,59387
3438,1,0,1,0,0,1,0,0,0,61937
3439,42,42,0,0,42,0,0,0,0,60431
3440,61,61,0,36,23,0,0,0,0,60431
3441,46,46,0,9,23,14,0,0,0,60431
3442,45,45,0,41,1,3,0,0,0,60431
3443,28,28,0,0,6,22,0,0,0,60431
3444,31,31,0,15,15,1,0,0,0,60431
3445,2,2,0,0,2,0,0,0,0,60431
3446,35,35,0,31,4,0,0,0,0,60431
3447,34,34,0,0,32,2,0,0,0,60431
3448,416,415,0,0,0,0,0,0,0,58945
3449,1,0,1,0,1,0,0,0,0,61721
3450,62,13,0,6,1,0,0,0,0,65140
3451,1,0,1,0,0,0,0,0,0,61944
3452,1,0,1,0,0,0,1,0,0,61935
3453,1,0,1,0,0,0,0,0,0,61722
3454,1,0,1,0,0,1,0,0,0,61723
3455,1,0,1,1,0,0,0,0,0,61933
3456,1,0,1,0,1,0,0,0,0,61724
3457,1,0,1,0,1,0,0,0,0,61901
3458,61,61,0,16,1,0,0,0,0,58235
3459,1,0,1,1,0,0,0,0,0,61898
3460,56,13,43,1,0,6,49,0,0,52461
3461,22,22,0,0,7,11,4,0,0,54984
3462,31,31,0,31,0,0,0,0,0,59193
3463,61,61,0,0,61,0,0,0,0,59193
3464,61,61,0,0,61,0,0,0,0,59193
3465,40,40,0,1,39,0,0,0,0,59193
3466,59,59,0,59,0,0,0,0,0,59193
3467,61,61,0,61,0,0,0,0,0,59193
3468,36,36,0,36,0,0,0,0,0,59193
3469,59,59,0,59,0,0,0,0,0,59193
3470,59,59,0,0,59,0,0,0,0,59193
3471,10,10,0,0,9,0,0,0,0,61660
3472,10,10,0,0,9,0,0,0,0,61660
3473,10,10,0,0,9,0,0,0,0,61660
3474,24,24,0,7,7,10,0,0,0,61660
3475,15,15,0,1,8,0,0,0,0,61660
3476,4,4,0,1,3,0,0,0,0,61660
3477,16,16,0,5,0,6,0,0,0,61660
3478,20,20,0,10,0,0,0,0,0,61660
3479,20,20,0,9,0,0,0,0,0,61660
3480,9,9,0,9,0,0,0,0,0,61660
3481,4,4,0,4,0,0,0,0,0,61660
3482,15,15,0,1,13,0,0,0,0,61660
3483,4,4,0,4,0,0,0,0,0,61660
3484,19,19,0,0,6,6,5,0,0,61660
3485,8,8,0,3,3,0,2,0,0,61660
3486,8,8,0,3,3,0,2,0,0,61660
3487,10,10,0,0,6,4,0,0,0,61660
3488,15,15,0,2,8,0,5,0,0,61660
3489,2,1,1,0,1,1,0,0,0,44285
3490,2,1,1,0,0,1,0,0,0,44285
3491,2,1,1,0,0,0,1,0,0,44285
3492,2,1,1,1,0,1,0,0,0,44285
3493,2,1,1,1,0,1,0,0,0,44285
3494,2,1,1,1,0,1,0,0,0,44285
3495,2,1,1,1,0,1,0,0,0,44285
3496,2,1,1,0,1,1,0,0,0,44285
3497,2,1,1,1,0,1,0,0,0,44285
3498,2,1,1,1,0,1,0,0,0,44285
3499,16,16,0,0,1,1,14,0,0,48014
3500,14,14,0,9,3,0,0,0,0,48014
3501,24,24,0,9,12,0,0,0,0,50157
3502,75,75,0,0,10,0,0,0,0,52979
3503,62,62,0,21,23,12,0,0,0,54909
3504,90,90,0,42,18,15,0,0,0,54909
3505,90,90,0,42,18,15,0,0,0,54909
3506,133,133,0,62,34,17,0,0,0,55249
3507,181,181,0,84,53,30,0,0,0,55249
3508,67,67,0,33,34,0,0,0,0,55263
3509,126,126,0,34,42,20,0,0,0,58015
3510,143,0,143,9,47,52,35,0,0,58562
3511,30,30,0,6,11,6,2,0,0,58733
3512,118,118,0,77,25,0,0,0,0,59117
3513,131,131,0,60,59,0,0,0,0,59117
3514,115,115,0,37,61,0,0,0,0,59117
3515,108,108,0,108,0,0,0,0,0,59946
3516,24,24,0,24,0,0,0,0,0,59946
3517,24,24,0,12,0,12,0,0,0,59946
3518,25,25,0,25,0,0,0,0,0,59946
3519,25,25,0,0,25,0,0,0,0,59946
3520,25,25,0,25,0,0,0,0,0,59946
3521,50,50,0,50,0,0,0,0,0,59946
3522,24,24,0,24,0,0,0,0,0,59946
3523,24,24,0,24,0,0,0,0,0,59946
3524,97,97,0,97,0,0,0,0,0,59946
3525,1,1,0,1,0,0,0,0,0,59946
3526,24,24,0,24,0,0,0,0,0,59946
3527,25,25,0,25,0,0,0,0,0,59946
3528,23,23,0,23,0,0,0,0,0,59946
3529,24,24,0,24,0,0,0,0,0,59946
3530,1,1,0,1,0,0,0,0,0,59946
3531,24,24,0,24,0,0,0,0,0,59946
3532,1,1,0,1,0,0,0,0,0,59946
3533,60,60,0,1,59,0,0,0,0,60434
3534,60,60,0,9,50,1,0,0,0,60434
3535,60,60,0,4,52,4,0,0,0,60434
3536,60,60,0,4,52,4,0,0,0,60434
3537,60,60,0,0,60,0,0,0,0,60434
3538,84,84,0,0,84,0,0,0,0,60434
3539,60,60,0,0,60,0,0,0,0,60434
3540,1,0,1,0,0,0,1,0,0,61504
3541,1,0,1,0,1,0,0,0,0,61509
3542,1,0,1,0,0,0,0,0,0,61522
3543,1,0,1,0,0,0,0,0,0,61528
3544,27,6,0,6,0,0,0,0,0,65111
3545,102,102,0,47,39,16,0,0,0,44295
3546,28,28,0,3,16,9,0,0,0,44295
3547,59,59,0,0,0,0,0,0,0,48643
3548,55,55,0,15,27,1,0,0,0,50411
3549,115,115,0,65,26,12,0,0,0,50519
3550,38,38,0,20,8,5,0,0,0,55036
3551,45,45,0,22,10,7,0,0,0,55036
3552,81,81,0,39,1,0,0,0,0,57772
3553,80,80,0,39,0,0,0,0,0,57772
3554,4,4,0,0,3,1,0,0,0,58589
3555,5,5,0,0,4,1,0,0,0,58589
3556,3,3,0,1,1,1,0,0,0,58589
3557,7,7,0,0,3,3,1,0,0,58589
3558,6,6,0,3,3,0,0,0,0,58589
3559,6,6,0,2,3,0,0,0,0,58589
3560,6,6,0,3,3,0,0,0,0,58589
3561,6,6,0,3,3,0,0,0,0,58589
3562,6,6,0,1,2,2,1,0,0,58589
3563,4,4,0,4,0,0,0,0,0,58589
3564,4,4,0,4,0,0,0,0,0,58589
3565,5,5,0,0,4,0,1,0,0,58589
3566,6,6,0,3,3,0,0,0,0,58589
3567,4,4,0,0,4,0,0,0,0,58589
3568,4,4,0,0,4,0,0,0,0,58589
3569,15,15,0,14,1,0,0,0,0,58589
3570,7,7,0,7,0,0,0,0,0,58589
3571,4,4,0,0,4,0,0,0,0,58589
