,total_units,counted_rental_units,counted_homeownership_units,_1_br_units,_2_br_units,_3_br_units,_4_br_units,_5_br_units,_6_br_units,project_id
4732,6,6,0,0,3,2,1,0,0,58513
4733,6,6,0,0,3,2,1,0,0,58513
4734,12,12,0,1,5,4,2,0,0,58513
4735,41,41,0,5,18,12,4,0,0,58513
4736,6,6,0,0,3,2,1,0,0,58513
4737,17,17,0,2,8,5,1,0,0,58513
4738,32,32,0,4,14,9,4,0,0,58513
4739,6,6,0,0,3,2,1,0,0,58513
4740,4,4,0,0,2,1,0,0,0,58513
4741,4,4,0,1,2,1,0,0,0,58513
4742,4,4,0,0,2,1,0,0,0,58513
4743,4,4,0,0,2,1,0,0,0,58513
4744,4,4,0,0,2,1,0,0,0,58513
4745,4,4,0,0,2,1,0,0,0,58513
4746,4,4,0,0,2,1,0,0,0,58513
4747,4,4,0,0,2,1,0,0,0,58513
4748,4,4,0,0,2,1,1,0,0,58513
4749,2,2,0,0,1,1,0,0,0,58513
4750,4,4,0,1,2,1,0,0,0,58513
4751,4,4,0,1,2,1,0,0,0,58513
4752,4,4,0,1,2,1,0,0,0,58513
4753,4,4,0,1,2,1,0,0,0,58513
4754,4,4,0,1,2,1,0,0,0,58513
4755,4,4,0,1,2,1,0,0,0,58513
4756,1,0,1,0,0,0,0,0,0,58249
4757,1,0,1,0,1,0,0,0,0,54651
4758,105,21,0,9,11,1,0,0,0,50871
4759,372,75,0,27,25,3,0,0,0,51918
4760,1,0,1,0,0,1,0,0,0,54642
4761,298,298,0,129,88,14,0,0,0,55437
4762,270,54,0,23,10,0,0,0,0,52272
4763,94,19,0,10,3,0,0,0,0,50702
4764,1,0,1,0,1,0,0,0,0,54635
4765,2,0,2,0,0,0,0,0,0,54647
4766,1,0,1,0,0,1,0,0,0,54638
4767,1,0,1,1,0,0,0,0,0,54644
4768,99,99,0,68,1,0,0,0,0,58510
4769,1,0,1,0,0,1,0,0,0,54640
4770,1,0,1,1,0,0,0,0,0,54679
4771,1,0,1,0,0,0,0,0,0,54566
4772,55,11,0,7,3,0,0,0,0,50467
4773,11,11,0,1,7,3,0,0,0,52733
4774,54,54,0,0,7,16,25,6,0,52733
4775,12,12,0,2,5,5,0,0,0,52733
4776,44,44,0,10,1,33,0,0,0,52733
4777,27,27,0,17,10,0,0,0,0,52733
4778,49,49,0,10,25,14,0,0,0,52733
4779,18,18,0,6,10,2,0,0,0,52733
4780,13,13,0,4,8,1,0,0,0,52733
4781,4,4,0,0,4,0,0,0,0,52733
4782,12,12,0,0,4,4,0,0,0,52733
4783,15,15,0,1,12,2,0,0,0,52733
4784,10,10,0,0,0,10,0,0,0,52733
4785,10,10,0,0,0,10,0,0,0,52733
4786,15,15,0,1,12,2,0,0,0,52733
4787,15,15,0,1,12,2,0,0,0,52733
4788,16,16,0,5,10,1,0,0,0,52733
4789,41,41,0,0,29,12,0,0,0,52733
4790,7,7,0,4,2,0,0,0,0,52733
4791,18,18,0,0,17,0,0,0,0,52733
4792,8,8,0,4,4,0,0,0,0,52733
4793,1,0,1,0,0,0,0,0,0,54565
4794,1,0,1,0,0,1,0,0,0,54646
4795,1,0,1,0,0,0,0,0,0,58248
4796,1,0,1,0,0,0,0,0,0,58290
4797,378,77,0,35,19,0,0,0,0,58508
4798,1,0,1,1,0,0,0,0,0,54643
4799,8,2,0,2,0,0,0,0,0,65100
4800,2,0,2,0,0,0,0,0,0,53603
4801,1,0,1,0,1,0,0,0,0,54391
4802,4,0,4,0,0,0,4,0,0,44265
4803,4,0,4,0,0,0,4,0,0,44265
4804,4,0,4,0,0,0,4,0,0,44265
4805,4,0,4,0,0,0,4,0,0,44265
4806,4,0,4,0,0,0,4,0,0,44265
4807,4,0,4,0,0,0,4,0,0,44265
4808,4,0,4,0,0,0,4,0,0,44265
4809,4,0,4,0,0,0,4,0,0,44265
4810,4,0,4,0,0,0,4,0,0,44265
4811,714,143,0,52,40,0,0,0,0,52318
4812,1,0,1,0,0,0,0,0,1,54411
4813,1,0,1,0,1,0,0,0,0,54535
4814,1,0,1,0,0,1,0,0,0,54554
4815,1,0,1,1,0,0,0,0,0,54555
4816,147,0,147,0,0,0,0,0,0,55467
4817,182,182,0,131,1,0,0,0,0,68431
4818,64,13,0,3,7,0,0,0,0,51297
4819,56,22,0,0,22,0,0,0,0,52075
4820,56,34,0,18,6,0,0,0,0,53558
4821,3,0,3,0,0,0,0,0,0,54559
4822,1,0,1,0,0,0,0,0,0,58193
4823,1,0,1,0,0,0,0,0,0,58289
4824,2,0,2,0,0,0,0,0,0,54556
4825,1,0,1,0,1,0,0,0,0,54410
4826,1,0,1,1,0,0,0,0,0,54409
4827,8,2,0,2,0,0,0,0,0,65138
4828,1,0,1,1,0,0,0,0,0,53694
4829,1,0,1,0,1,0,0,0,0,54403
4830,1,0,1,0,1,0,0,0,0,54408
4831,30,30,0,0,0,0,0,0,0,50356
4832,1,0,1,0,0,1,0,0,0,54397
4833,1,0,1,0,0,0,1,0,0,54553
4834,103,103,0,62,1,0,0,0,0,68430
4835,1,0,1,0,0,1,0,0,0,54392
4836,1,0,1,0,1,0,0,0,0,54395
4837,1,0,1,0,0,1,0,0,0,54536
4838,1,0,1,0,0,0,0,0,0,58191
4839,70,70,0,5,1,0,0,0,0,50372
4840,1,0,1,0,0,0,0,0,0,53467
4841,1,0,1,0,0,0,0,0,0,58189
4842,1,0,1,0,0,1,0,0,0,54537
4843,1,0,1,0,0,0,0,0,0,53529
4844,2,0,2,0,0,0,0,0,0,53542
4845,1,0,1,0,0,1,0,0,0,53614
4846,1,0,1,1,0,0,0,0,0,53664
4847,36,36,0,16,20,0,0,0,0,50405
4848,31,31,0,19,7,0,0,0,0,50405
4849,59,58,1,14,34,11,0,0,0,50417
4850,88,88,0,30,32,14,0,0,0,50418
4851,1028,258,0,109,86,8,0,0,0,52241
4852,1,0,1,1,0,0,0,0,0,53615
4853,1,0,1,0,0,0,0,0,0,58188
4854,1,0,1,0,0,0,0,0,0,58227
4855,54,54,0,25,29,0,0,0,0,58491
4856,110,110,0,23,76,11,0,0,0,50419
4857,131,131,0,51,61,0,19,0,0,50421
4858,1,0,1,0,0,0,0,0,0,58180
4859,32,32,0,0,0,0,0,0,0,55413
4860,1,0,1,0,0,0,0,0,0,58179
4861,2,0,2,0,0,0,0,0,0,53414
4862,1,0,1,0,0,1,0,0,0,53663
4863,8,4,0,4,0,0,0,0,0,65068
4864,88,18,0,8,10,0,0,0,0,65107
4865,1,0,1,0,0,0,0,1,0,53616
4866,1,0,1,0,0,1,0,0,0,53661
4867,1,0,1,1,0,0,0,0,0,53611
4868,1,0,1,0,0,0,0,0,0,58200
4869,2,0,2,0,0,0,0,0,0,53251
4870,1,0,1,0,1,0,0,0,0,53609
4871,1,0,1,1,0,0,0,0,0,53618
4872,1,0,1,0,0,1,0,0,0,53624
4873,1,0,1,1,0,0,0,0,0,53666
4874,709,143,0,95,15,5,0,0,0,58506
4875,34,7,0,3,4,0,0,0,0,65108
4876,1,0,1,1,0,0,0,0,0,53612
4877,2,0,2,0,0,0,0,0,0,53212
4878,1,0,1,0,0,0,0,0,0,58198
4879,95,19,0,13,2,0,0,0,0,51585
4880,1,0,1,0,0,1,0,0,0,53610
4881,1,0,1,0,1,0,0,0,0,53623
4882,1,0,1,0,0,1,0,0,0,53665
4883,1,0,1,0,0,0,0,0,0,53211
4884,80,80,0,19,41,0,0,0,0,50104
4885,1,0,1,0,0,0,0,0,0,58197
4886,1,0,1,1,0,0,0,0,0,53572
4887,1,0,1,0,1,0,0,0,0,53588
4888,1,0,1,0,1,0,0,0,0,53590
4889,1,0,1,0,0,0,0,0,0,58196
4890,2,0,2,0,0,0,0,0,0,53064
4891,1,0,1,0,1,0,0,0,0,53579
4892,1,0,1,0,0,0,0,0,0,58195
4893,1,0,1,0,0,0,0,0,0,58194
4894,2,0,2,0,0,0,0,0,0,53194
4895,343,0,343,0,0,0,0,0,0,55511
4896,109,109,0,0,0,0,0,0,0,48638
4897,1,0,1,0,1,0,0,0,0,53569
4898,1,0,1,0,0,0,0,0,0,58192
4899,1,0,1,0,1,0,0,0,0,53578
4900,1,0,1,0,0,0,0,0,0,58177
4901,44,10,0,5,2,0,0,0,0,50187
4902,1,0,1,0,1,0,0,0,0,53604
4903,1,0,1,1,0,0,0,0,0,53586
4904,1,0,1,0,1,0,0,0,0,53587
4905,1,0,1,0,0,1,0,0,0,53602
4906,1,0,1,0,0,0,0,0,0,58199
4907,1,0,1,0,0,0,0,0,0,58218
4908,1,0,1,0,0,0,0,0,0,58247
4909,8,8,0,4,4,0,0,0,0,50404
4910,4,4,0,4,0,0,0,0,0,50404
4911,11,11,0,0,10,0,0,0,0,50404
4912,6,6,0,3,2,0,0,0,0,50404
4913,8,8,0,6,2,0,0,0,0,50404
4914,3,3,0,0,2,1,0,0,0,50404
4915,4,4,0,0,1,3,0,0,0,50404
4916,4,4,0,0,4,0,0,0,0,50404
4917,3,3,0,0,3,0,0,0,0,50404
4918,8,8,0,0,8,0,0,0,0,50404
4919,12,12,0,5,6,0,0,0,0,50404
4920,4,4,0,1,0,3,0,0,0,50404
4921,4,4,0,0,1,3,0,0,0,50404
4922,8,8,0,7,0,0,0,0,0,50404
4923,10,10,0,4,3,1,0,0,0,50404
4924,7,7,0,7,0,0,0,0,0,50404
4925,6,6,0,6,0,0,0,0,0,50404
4926,16,16,0,0,16,0,0,0,0,50404
4927,1,0,1,0,0,1,0,0,0,53583
4928,51,51,0,30,14,0,0,0,0,49959
4929,1,0,1,0,1,0,0,0,0,53564
4930,1,0,1,0,0,0,0,0,0,58246
4931,3,0,3,0,0,0,0,0,0,52138
4932,1,0,1,0,0,0,0,0,0,58226
4933,1,0,1,0,0,0,0,0,0,58190
4934,3,0,3,0,0,0,0,0,0,53003
4935,1,0,1,0,0,0,0,0,0,58217
4936,1,0,1,0,0,0,0,0,0,58229
4937,2,0,2,0,0,0,0,0,0,53195
4938,1,0,1,0,0,1,0,0,0,53472
4939,1,0,1,0,0,1,0,0,0,53470
4940,1,0,1,0,0,0,0,0,0,58214
4941,1,0,1,0,0,0,0,0,0,58215
4942,1,0,1,0,0,0,0,0,0,58213
4943,429,86,0,48,18,0,0,0,0,49945
4944,1,0,1,0,1,0,0,0,0,53469
4945,2,0,2,0,0,0,0,0,0,52878
4946,62,62,0,61,1,0,0,0,0,44333
4947,1,0,1,0,0,0,0,0,0,58212
4948,57,57,0,11,6,0,0,0,0,58505
4949,514,59,0,11,7,0,0,0,0,58505
4950,1,0,1,1,0,0,0,0,0,53449
4951,1,0,1,0,0,1,0,0,0,53454
4952,1,0,1,0,0,0,0,0,0,53118
4953,1,0,1,0,0,1,0,0,0,53447
4954,1,0,1,1,0,0,0,0,0,53448
4955,1,0,1,0,0,0,0,0,0,58211
4956,33,7,0,3,4,0,0,0,0,65091
4957,1,0,1,0,0,0,0,0,0,58185
4958,33,33,0,0,0,0,0,0,0,49544
4959,1,0,1,0,0,0,0,0,0,53108
4960,2,0,2,0,0,0,0,0,0,53107
4961,1,0,1,0,0,0,0,0,0,58176
4962,1,0,1,0,0,0,0,0,0,58184
4963,1,0,1,0,0,1,0,0,0,53446
4964,1,0,1,0,0,0,0,0,0,58183
4965,53,53,0,33,20,0,0,0,0,50495
4966,2,0,2,0,0,0,0,0,0,53106
4967,2,0,2,0,0,0,0,0,0,53110
4968,1175,235,0,120,45,0,0,0,0,49709
4969,1,0,1,0,0,0,1,0,0,53354
4970,1,0,1,0,0,1,0,0,0,53352
4971,1,0,1,0,1,0,0,0,0,53353
4972,1,0,1,0,1,0,0,0,0,53350
4973,1,0,1,0,0,1,0,0,0,53056
4974,1,0,1,0,0,0,0,0,0,58182
4975,1,0,1,0,0,0,0,0,0,58181
4976,1,0,1,0,1,0,0,0,0,53033
4977,1,0,1,0,0,1,0,0,0,52984
4978,1,0,1,0,0,0,0,0,0,58178
4979,1,0,1,0,0,0,0,0,0,58225
4980,1,0,1,0,0,0,0,0,0,58223
4981,1,0,1,0,0,0,0,0,0,58224
4982,1,0,1,0,0,0,0,0,0,58222
4983,1,0,1,0,0,0,0,0,0,58221
4984,79,79,0,48,12,0,0,0,0,51357
4985,1,0,1,0,0,1,0,0,0,52981
4986,1,0,1,0,0,0,0,0,0,58220
4987,2,0,2,0,0,0,0,0,0,52603
4988,2,0,2,0,0,0,0,0,0,52838
4989,60,60,0,12,36,0,0,0,0,44239
4990,10,10,0,3,7,0,0,0,0,44319
4991,6,6,0,6,0,0,0,0,0,44319
4992,18,18,0,9,9,0,0,0,0,44319
4993,19,19,0,6,10,3,0,0,0,44319
4994,78,78,0,17,54,7,0,0,0,45303
4995,32,32,0,1,31,0,0,0,0,45303
4996,73,73,0,16,48,8,0,0,0,45326
4997,39,39,0,14,20,5,0,0,0,47841
4998,274,55,0,15,30,0,0,0,0,48742
4999,139,139,0,62,77,0,0,0,0,48870
