"project_id","project_name","project_start_date","project_completion_date","building_id","house_number","street_name","borough","postcode","bbl","bin","community_board","council_district","census_tract","neighborhood_tabulation_area","latitude","longitude","latitude_internal","longitude_internal","building_completion_date","reporting_construction_type","extended_affordability_status","prevailing_wage_status","extremely_low_income_units","very_low_income_units","low_income_units","moderate_income_units","middle_income_units","other_income_units","studio_units","_1_br_units","_2_br_units","_3_br_units","_4_br_units","_5_br_units","_6_br_units","unknown_br_units","counted_rental_units","counted_homeownership_units","all_counted_units","total_units"
"71060","65-60 AUSTIN STREET","2021-02-25T00:00:00.000",,"629763","65-60","AUSTIN STREET","Queens","11374",,,"QN-06","29","69701","QN18","40.725552","-73.859298",,,,"Preservation","No","Non Prevailing Wage","0","1","29","20","0","0","5","28","17","0","0","0","0","0","50","0","50","50"
"67268","875 4 AVE","2021-02-24T00:00:00.000",,"986508","875","4 AVENUE","Brooklyn","11232","3006810001",,"BK-07","38","101","BK32","40.656237","-74.002408","40.65608","-74.002018",,"New Construction","No","Non Prevailing Wage","0","0","27","0","0","0","3","18","6","0","0","0","0","0","27","0","27","150"
"70840","5 POINTZ LIC","2021-02-24T00:00:00.000",,"966785","22-44","JACKSON AVENUE","Queens","11101","4000860001",,"QN-02","26","19","QN31","40.74564","-73.94609","40.74474","-73.94551",,"New Construction","No","Non Prevailing Wage","0","0","0","0","337","0","78","180","77","2","0","0","0","0","337","0","337","1122"
"70857","2115 BURR AVENUE APARTMENTS","2021-02-24T00:00:00.000",,"988545","2115","BURR AVENUE","Bronx","10461","2042520023",,"BX-10","13","300","BX10","40.854968","-73.828171","40.85514","-73.828576",,"New Construction","No","Non Prevailing Wage","0","0","0","0","7","0","0","3","4","0","0","0","0","0","7","0","7","22"
"70859","26 LAWTON STREET","2021-02-24T00:00:00.000",,"997781","26","LAWTON STREET","Brooklyn","11221","3032290010",,"BK-04","34","393","BK78","40.6954","-73.930447","40.6953","-73.930263",,"New Construction","No","Non Prevailing Wage","0","0","0","0","3","0","0","3","0","0","0","0","0","0","3","0","3","7"
"70855","3214 CRUGER AVENUE","2021-02-22T00:00:00.000","2021-05-28T00:00:00.000","995941","3214","CRUGER AVENUE","Bronx","10467","2045970013",,"BX-12","15","374","BX44","40.871929","-73.866133","40.872","-73.865844","2021-05-28T00:00:00.000","New Construction","No","Non Prevailing Wage","0","0","0","0","3","0","0","3","0","0","0","0","0","0","3","0","3","8"
"70751","CONFIDENTIAL","2021-02-18T00:00:00.000","2021-02-18T00:00:00.000",,"----","----","Manhattan",,,,"MN-03","1",,,,,,,"2021-02-18T00:00:00.000","New Construction","No","Non Prevailing Wage","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","1"
"70752","CONFIDENTIAL","2021-02-18T00:00:00.000","2021-02-18T00:00:00.000",,"----","----","Queens",,,,"QN-10","28",,,,,,,"2021-02-18T00:00:00.000","New Construction","No","Non Prevailing Wage","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","1","1"
"70854","1533 EAST 19TH STREET","2021-02-18T00:00:00.000",,"248169","1533","EAST 19 STREET","Brooklyn","11230","3067660092",,"BK-14","48","546","BK43","40.612556","-73.955115","40.61273","-73.954805",,"New Construction","No","Non Prevailing Wage","0","0","0","0","17","0","1","14","2","0","0","0","0","0","17","0","17","56"
"70850","2266 PACIFIC STREET","2021-02-12T00:00:00.000",,"980695","2266","PACIFIC STREET","Brooklyn","11233","3014420036",,"BK-16","37","36501","BK79","40.675445","-73.909436","40.67519","-73.908971",,"New Construction","No","Non Prevailing Wage","0","0","0","0","3","0","1","1","1","0","0","0","0","0","3","0","3","9"
"70852","2010 WALTON AVENUE","2021-02-12T00:00:00.000",,"119104","2010","WALTON AVENUE","Bronx","10453","2028290034",,"BX-05","14","241","BX41","40.852537","-73.907293","40.85238","-73.907091",,"New Construction","No","Non Prevailing Wage","0","0","0","0","13","0","4","7","2","0","0","0","0","0","13","0","13","43"
"70847","1825 EASTERN PARKWAY","2021-02-11T00:00:00.000",,"997788","1825","EASTERN PARKWAY","Brooklyn","11233","3014420039",,"BK-16","37","36501","BK79","40.674983","-73.908737","40.67527","-73.908682",,"New Construction","No","Non Prevailing Wage","0","0","0","0","3","0","1","1","1","0","0","0","0","0","3","0","3","9"
"70748","CONFIDENTIAL","2021-02-09T00:00:00.000","2021-02-09T00:00:00.000",,"----","----","Brooklyn",,,,"BK-13","48",,,,,,,"2021-02-09T00:00:00.000","New Construction","No","Non Prevailing Wage","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","1","1"
"70749","CONFIDENTIAL","2021-02-09T00:00:00.000","2021-02-09T00:00:00.000",,"----","----","Staten Island",,,,"SI-01","49",,,,,,,"2021-02-09T00:00:00.000","New Construction","No","Non Prevailing Wage","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1"
"70862","522 GRAND STREET APARTMENTS","2021-02-09T00:00:00.000",,"302707","522","GRAND STREET","Brooklyn","11211","3027850012",,"BK-01","34","513","BK73","40.711023","-73.950338","40.71074","-73.950436",,"New Construction","No","Non Prevailing Wage","0","0","0","0","3","0","0","3","0","0","0","0","0","0","3","0","3","10"
"70863","345 EAST 94TH STREET APARTMENTS","2021-02-09T00:00:00.000",,"867489","345","EAST 94 STREET","Manhattan","10128","1015570025","1087329","MN-08","5","15601","MN32","40.782486","-73.946934","40.78226","-73.945847",,"Preservation","No","Non Prevailing Wage","0","0","0","11","0","0","5","6","0","0","0","0","0","0","11","0","11","208"
"70861","352 RUTLAND ROAD APARTMENTS","2021-02-08T00:00:00.000","2021-04-09T00:00:00.000","997201","352","RUTLAND ROAD","Brooklyn","11225",,,"BK-09","40","804","BK60","40.659486","-73.949068",,,"2021-04-09T00:00:00.000","New Construction","No","Non Prevailing Wage","0","0","0","0","2","0","0","2","0","0","0","0","0","0","2","0","2","6"
"70858","THE ASTOR LIC","2021-02-05T00:00:00.000",,"697573","36-20","STEINWAY STREET","Queens","11101","4006650034",,"QN-01","26","157","QN70","40.753253","-73.923688","40.75291","-73.924399",,"New Construction","No","Non Prevailing Wage","0","0","0","0","43","0","13","21","9","0","0","0","0","0","43","0","43","143"
"70853","770 & 774 LEXINGTON AVENUE APARTMENTS","2021-02-04T00:00:00.000",,"325333","770","LEXINGTON AVENUE","Brooklyn","11221","3016270035",,"BK-03","36","387","BK35","40.690236","-73.928624","40.69003","-73.928379",,"New Construction","No","Non Prevailing Wage","0","0","0","0","3","0","0","1","2","0","0","0","0","0","3","0","3","10"
"70853","770 & 774 LEXINGTON AVENUE APARTMENTS","2021-02-04T00:00:00.000",,"992725","774","LEXINGTON AVENUE","Brooklyn","11221",,,"BK-03","36","387","BK35","40.690252","-73.928495",,,,"New Construction","No","Non Prevailing Wage","0","0","0","0","3","0","0","1","2","0","0","0","0","0","3","0","3","10"
"70856","142 LENOX ROAD","2021-02-04T00:00:00.000",,"324070","142","LENOX ROAD","Brooklyn","11226","3050840034",,"BK-17","40","822","BK60","40.653856","-73.954709","40.65353","-73.95476",,"New Construction","No","Non Prevailing Wage","0","0","0","0","5","0","1","0","4","0","0","0","0","0","5","0","5","16"
"70849","1893 CROTONA AVENUE APARTMENTS","2021-02-03T00:00:00.000",,"989694","1893","CROTONA AVENUE","Bronx","10457","2029460040",,"BX-06","17","36901","BX17","40.844171","-73.892197","40.84442","-73.892352",,"New Construction","No","Non Prevailing Wage","0","0","0","0","9","0","2","5","2","0","0","0","0","0","9","0","9","28"
"70851","1634 CHURCH AVENUE APARTMENTS","2021-02-03T00:00:00.000",,"998358","1634","CHURCH AVENUE","Brooklyn","11226",,,"BK-14","40","512","BK42","40.648856","-73.964536",,,,"New Construction","No","Non Prevailing Wage","0","0","0","0","15","0","0","7","8","0","0","0","0","0","15","0","15","48"
"70665","CONFIDENTIAL","2021-01-29T00:00:00.000","2021-01-29T00:00:00.000",,"----","----","Staten Island",,,,"SI-01","49",,,,,,,"2021-01-29T00:00:00.000","New Construction","No","Non Prevailing Wage","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","1","1"
"69813","PFIZER SITE - 34 UNION AVENUE","2021-01-28T00:00:00.000",,"994482","34","UNION AVENUE","Brooklyn","11206","3022490122",,"BK-01","33","507","BK75","40.700831","-73.950274","40.70119","-73.949992",,"New Construction","No","Non Prevailing Wage","0","40","22","15","0","0","0","27","24","15","11","0","0","0","77","0","77","77"
"70488","ENNIS FRANCIS III- MIXED INCOME","2021-01-27T00:00:00.000",,"996855","202","WEST 124 STREET","Manhattan","10027",,,"MN-10","9","222","MN11","40.808513","-73.949359",,,,"New Construction","No","Non Prevailing Wage","0","0","0","0","34","0","8","6","10","10","0","0","0","0","34","0","34","34"
"68867","THE PEARL","2021-01-26T00:00:00.000",,"989006","349","WEST 141 STREET","Manhattan","10030","1020510006",,"MN-09","9","227","MN04","40.820997","-73.945418","40.82123","-73.94544",,"New Construction","No","Non Prevailing Wage","0","0","6","14","0","0","14","3","3","0","0","0","0","0","20","0","20","20"
"69261","BRIGHTON BEACH HDFC","2021-01-22T00:00:00.000",,"212712","3161","BRIGHTON 6 STREET","Brooklyn","11235","3086930012","3245130","BK-13","48","36002","BK19","40.575657","-73.961105","40.57545","-73.960687",,"Preservation","No","Non Prevailing Wage","151","3","0","0","0","0","1","152","0","1","0","0","0","0","154","0","154","154"
"70839","605 HART STREET APARTMENTS","2021-01-22T00:00:00.000",,"308660","605","HART STREET","Brooklyn","11221","3032170053",,"BK-04","34","423","BK78","40.697965","-73.927599","40.69813","-73.927927",,"New Construction","No","Non Prevailing Wage","0","0","9","0","0","0","0","8","1","0","0","0","0","0","9","0","9","48"
"70839","605 HART STREET APARTMENTS","2021-01-22T00:00:00.000",,"380326","118","SUYDAM STREET","Brooklyn","11221","3032170013",,"BK-04","34","423","BK78","40.698363","-73.928324",,,,"New Construction","No","Non Prevailing Wage","0","0","1","0","7","0","0","0","8","0","0","0","0","0","8","0","8","8"
"70663","CONFIDENTIAL","2021-01-21T00:00:00.000","2021-01-21T00:00:00.000",,"----","----","Brooklyn",,,,"BK-15","48",,,,,,,"2021-01-21T00:00:00.000","New Construction","No","Non Prevailing Wage","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1"
"70666","CONFIDENTIAL","2021-01-21T00:00:00.000","2021-01-21T00:00:00.000",,"----","----","Bronx",,,,"BX-11","13",,,,,,,"2021-01-21T00:00:00.000","New Construction","No","Non Prevailing Wage","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1"
"70846","1381 BERGEN STREET APARTMENTS","2021-01-21T00:00:00.000",,"997955","1381","BERGEN STREET","Brooklyn","11213","3013460001",,"BK-08","36","311","BK61","40.675389","-73.936939","40.67559","-73.938547",,"New Construction","No","Non Prevailing Wage","0","0","0","0","3","0","0","0","3","0","0","0","0","0","3","0","3","8"
"70848","329 BROADWAY APARTMENTS","2021-01-21T00:00:00.000",,"214130","329","BROADWAY","Brooklyn","11211","3024620001",,"BK-01","34","527","BK73","40.707973","-73.956588","40.70815","-73.956317",,"New Construction","No","Non Prevailing Wage","0","0","0","0","19","0","1","14","3","1","0","0","0","0","19","0","19","63"
"70843","2848 WEST 15TH STREET APARTMENTS","2021-01-20T00:00:00.000",,"995371","2848","WEST 15 STREET","Brooklyn","11224","3070220028",,"BK-13","47","348","BK21","40.578025","-73.982883","40.57788","-73.983163",,"New Construction","No","Non Prevailing Wage","0","0","0","0","6","0","0","3","3","0","0","0","0","0","6","0","6","20"
"70844","465 WEST 163 STREET","2021-01-20T00:00:00.000",,"43002","465","WEST 163 STREET","Manhattan","10032","1021100104",,"MN-12","10","24301","MN36","40.836194","-73.938586","40.8365","-73.938601",,"New Construction","No","Non Prevailing Wage","0","0","0","0","5","0","2","3","0","0","0","0","0","0","5","0","5","16"
"70845","2655 EAST 23RD STREET APARTMENTS","2021-01-20T00:00:00.000",,"988311","2655","EAST 23 STREET","Brooklyn","11235","3074680076",,"BK-15","48","600","BK17","40.587495","-73.946534","40.58758","-73.94616",,"New Construction","No","Non Prevailing Wage","0","0","0","0","4","0","1","3","0","0","0","0","0","0","4","0","4","11"
"70842","898 BUSHWICK AVENUE APARTMENTS","2021-01-19T00:00:00.000",,"989718","898","BUSHWICK AVENUE","Brooklyn","11221","3032730038",,"BK-04","34","395","BK78","40.693396","-73.925116","40.69322","-73.925386",,"New Construction","No","Non Prevailing Wage","0","0","0","0","3","0","0","1","2","0","0","0","0","0","3","0","3","8"
"70841","2741 FULTON STREET APARTMENTS","2021-01-15T00:00:00.000",,"297897","2741","FULTON STREET","Brooklyn","11207","3036640052",,"BK-05","37","1146","BK83","40.677791","-73.893349","40.67799","-73.893392",,"New Construction","No","Non Prevailing Wage","0","0","0","0","3","0","0","1","2","0","0","0","0","0","3","0","3","10"
"70659","CONFIDENTIAL","2021-01-12T00:00:00.000","2021-01-12T00:00:00.000",,"----","----","Queens",,,,"QN-03","25",,,,,,,"2021-01-12T00:00:00.000","New Construction","No","Non Prevailing Wage","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1"
"70837","648 MIDWOOD STREET APARTMENTS","2021-01-11T00:00:00.000",,"337211","648","MIDWOOD STREET","Brooklyn","11203","3048050014",,"BK-09","41","87401","BK60","40.660824","-73.939072","40.66062","-73.939036",,"New Construction","No","Non Prevailing Wage","0","0","0","0","3","0","0","1","2","0","0","0","0","0","3","0","3","10"
"69817","HCCI HP PLAZA HDFC.YR15.FY21","2021-01-06T00:00:00.000",,"4162","2796","FREDERICK DOUGLASS BOULEVARD","Manhattan","10039","1020340064","1060585","MN-10","9","234","MN03","40.825108","-73.940244","40.82496","-73.939959",,"Preservation","Yes","Non Prevailing Wage","0","6","4","1","0","0","5","0","6","0","0","0","0","0","11","0","11","11"
"69817","HCCI HP PLAZA HDFC.YR15.FY21","2021-01-06T00:00:00.000",,"4165","2799","FREDERICK DOUGLASS BOULEVARD","Manhattan","10039","1020450075","1060835","MN-10","9","259","MN03","40.825226","-73.940179","40.82534","-73.940483",,"Preservation","Yes","Non Prevailing Wage","0","5","3","1","0","0","5","0","0","4","0","0","0","0","9","0","9","9"
"69817","HCCI HP PLAZA HDFC.YR15.FY21","2021-01-06T00:00:00.000",,"4167","2801","FREDERICK DOUGLASS BOULEVARD","Manhattan","10039","1020450076","1060836","MN-10","9","259","MN03","40.82529","-73.940132","40.8254","-73.940439",,"Preservation","Yes","Non Prevailing Wage","0","3","5","0","0","1","0","0","5","4","0","0","0","0","9","0","9","9"
"69817","HCCI HP PLAZA HDFC.YR15.FY21","2021-01-06T00:00:00.000",,"42237","302","WEST 148 STREET","Manhattan","10039","1020450057","1060822","MN-10","9","259","MN03","40.824818","-73.940682","40.82475","-73.94109",,"Preservation","Yes","Non Prevailing Wage","1","4","3","2","0","0","1","5","4","0","0","0","0","0","10","0","10","10"
"69817","HCCI HP PLAZA HDFC.YR15.FY21","2021-01-06T00:00:00.000",,"42238","304","WEST 148 STREET","Manhattan","10039","1020450058","1060823","MN-10","9","259","MN03","40.824823","-73.940696","40.82478","-73.94117",,"Preservation","Yes","Non Prevailing Wage","0","3","5","2","0","0","1","5","4","0","0","0","0","0","10","0","10","10"
"69817","HCCI HP PLAZA HDFC.YR15.FY21","2021-01-06T00:00:00.000",,"42329","302","WEST 149 STREET","Manhattan","10039","1020450077","1060837","MN-10","9","259","MN03","40.82546","-73.940266","40.8254","-73.94071",,"Preservation","Yes","Non Prevailing Wage","0","5","4","1","0","0","1","1","8","0","0","0","0","0","10","0","10","10"
"69817","HCCI HP PLAZA HDFC.YR15.FY21","2021-01-06T00:00:00.000",,"42331","304","WEST 149 STREET","Manhattan","10039","1020450079","1060838","MN-10","9","259","MN03","40.825482","-73.940324","40.82545","-73.940833",,"Preservation","Yes","Non Prevailing Wage","0","12","9","3","0","0","0","2","22","0","0","0","0","0","24","0","24","24"
"69817","HCCI HP PLAZA HDFC.YR15.FY21","2021-01-06T00:00:00.000",,"42332","305","WEST 149 STREET","Manhattan","10039","1020450086","1060840","MN-10","9","259","MN03","40.825498","-73.940313","40.8258","-73.940475",,"Preservation","Yes","Non Prevailing Wage","0","12","8","4","0","0","3","10","10","1","0","0","0","0","24","0","24","24"
"69817","HCCI HP PLAZA HDFC.YR15.FY21","2021-01-06T00:00:00.000",,"805984","310","WEST 148 STREET","Manhattan","10039","1020450060","1060825","MN-10","9","259","MN03","40.824842","-73.94074","40.82498","-73.94135",,"Preservation","Yes","Non Prevailing Wage","0","5","4","1","0","0","0","2","8","0","0","0","0","0","10","0","10","10"
"70836","3554 CARLISLE PLACE","2021-01-04T00:00:00.000",,"55095","3554","CARLISLE PLACE","Bronx","10467","2046600044",,"BX-12","12","380","BX44","40.877928","-73.863282","40.87804","-73.862967",,"New Construction","No","Non Prevailing Wage","0","0","0","0","4","0","1","2","1","0","0","0","0","0","4","0","4","11"
"68797","445 GERARD AVENUE","2020-12-31T00:00:00.000",,"991233","445","GERARD AVENUE","Bronx","10451","2023510012",,"BX-01","8","63","BX63","40.817398","-73.929872","40.81754","-73.930096",,"New Construction","No","Non Prevailing Wage","0","0","71","0","0","0","2","49","20","0","0","0","0","0","71","0","71","338"
"68866","MAXWELL DEVELOPMENT LP.YR15.FY21","2020-12-31T00:00:00.000",,"41403","143","WEST 140 STREET","Manhattan","10030","1020090018","1060064","MN-10","9","230","MN03","40.817879","-73.939944","40.81794","-73.939572","2020-12-31T00:00:00.000","Preservation","Yes","Non Prevailing Wage","27","22","5","0","0","1","0","14","27","7","7","0","0","0","55","0","55","55"
"68866","MAXWELL DEVELOPMENT LP.YR15.FY21","2020-12-31T00:00:00.000",,"41405","151","WEST 140 STREET","Manhattan","10030","1020090012","1060063","MN-10","9","230","MN03","40.817947","-73.940113","40.81811","-73.939969","2020-12-31T00:00:00.000","Preservation","Yes","Non Prevailing Wage","4","48","2","0","0","1","0","21","20","7","7","0","0","0","55","0","55","55"
"68866","MAXWELL DEVELOPMENT LP.YR15.FY21","2020-12-31T00:00:00.000",,"41431","227","WEST 140 STREET","Manhattan","10030","1020260014","1060404","MN-10","9","230","MN03","40.818904","-73.942389","40.81937","-73.942952","2020-12-31T00:00:00.000","Preservation","Yes","Non Prevailing Wage","3","16","0","0","0","1","0","3","13","4","0","0","0","0","20","0","20","20"
"68866","MAXWELL DEVELOPMENT LP.YR15.FY21","2020-12-31T00:00:00.000",,"41436","233","WEST 140 STREET","Manhattan","10030","1020260009","1060401","MN-10","9","230","MN03","40.818953","-73.942508","40.81947","-73.943172",,"Preservation","Yes","Non Prevailing Wage","12","16","2","0","0","1","0","6","17","8","0","0","0","0","31","0","31","31"
"68866","MAXWELL DEVELOPMENT LP.YR15.FY21","2020-12-31T00:00:00.000",,"41511","226","WEST 141 STREET","Manhattan","10030","1020260053","1060421","MN-10","9","230","MN03","40.819513","-73.94194","40.81964","-73.942833","2020-12-31T00:00:00.000","Preservation","Yes","Non Prevailing Wage","2","6","4","1","0","0","0","3","10","0","0","0","0","0","13","0","13","13"
"68866","MAXWELL DEVELOPMENT LP.YR15.FY21","2020-12-31T00:00:00.000",,"41512","228","WEST 141 STREET","Manhattan","10030","1020260054","1060422","MN-10","9","230","MN03","40.819529","-73.94198","40.81969","-73.942952","2020-12-31T00:00:00.000","Preservation","Yes","Non Prevailing Wage","3","7","2","0","0","1","0","5","8","0","0","0","0","0","13","0","13","13"
