"project_id","project_name","project_start_date","project_completion_date","building_id","house_number","street_name","borough","postcode","bbl","bin","community_board","council_district","census_tract","neighborhood_tabulation_area","latitude","longitude","latitude_internal","longitude_internal","building_completion_date","reporting_construction_type","extended_affordability_status","prevailing_wage_status","extremely_low_income_units","very_low_income_units","low_income_units","moderate_income_units","middle_income_units","other_income_units","studio_units","_1_br_units","_2_br_units","_3_br_units","_4_br_units","_5_br_units","_6_br_units","unknown_br_units","counted_rental_units","counted_homeownership_units","all_counted_units","total_units"
"71101","2337 BEDFORD AVENUE","2021-05-07T00:00:00.000",,"205926","2337","BEDFORD AVENUE","Brooklyn","11226","3051270066",,"BK-17","40","794","BK95","40.646816","-73.955654","40.64682","-73.955413",,"New Construction","No","Non Prevailing Wage","0","0","0","0","9","0","0","6","3","0","0","0","0","0","9","0","9","27"
"65433","2274 ADAM CLAYTON POWELL JR. BLVD. CLUSTER","2021-05-05T00:00:00.000",,"3518","2274","ADAM C POWELL BOULEVARD","Manhattan","10030","1019390034","1058815","MN-10","9","226","MN03","40.814447","-73.94434","40.81458","-73.944687",,"Preservation","No","Non Prevailing Wage","0","0","0","7","0","0","0","6","0","0","1","0","0","0","0","7","7","7"
"65433","2274 ADAM CLAYTON POWELL JR. BLVD. CLUSTER","2021-05-05T00:00:00.000",,"40472","24","WEST 132 STREET","Manhattan","10037","1017290045","1053857","MN-10","9","208","MN03","40.811258","-73.940004","40.811","-73.940037",,"Preservation","No","Non Prevailing Wage","0","0","0","10","0","0","0","0","10","0","0","0","0","0","0","10","10","10"
"65433","2274 ADAM CLAYTON POWELL JR. BLVD. CLUSTER","2021-05-05T00:00:00.000",,"40587","202","WEST 133 STREET","Manhattan","10030","1019380038","1058786","MN-10","9","226","MN03","40.814198","-73.945117","40.81407","-73.945395",,"Preservation","No","Non Prevailing Wage","0","0","0","19","0","0","0","11","7","0","1","0","0","0","0","19","19","19"
"71089","545 ST. MARKS AVENUE APARTMENTS","2021-05-03T00:00:00.000",,"374844","545","ST MARKS AVENUE","Brooklyn","11216","3012170083",,"BK-08","35","221","BK61","40.675831","-73.955549","40.6761","-73.955545",,"New Construction","No","Non Prevailing Wage","0","0","0","0","3","0","0","3","0","0","0","0","0","0","3","0","3","8"
"68196","JOE INTERVALE.YR15.FY21","2021-04-30T00:00:00.000",,"82951","1035","HALL PLACE","Bronx","10459","2026910109","2005270","BX-02","17","131","BX33","40.824442","-73.897895","40.8245","-73.898151",,"Preservation","No","Non Prevailing Wage","7","13","1","0","0","1","0","10","11","1","0","0","0","0","22","0","22","22"
"68196","JOE INTERVALE.YR15.FY21","2021-04-30T00:00:00.000",,"88153","1036","INTERVALE AVENUE","Bronx","10459","2027050007","2005480","BX-02","17","131","BX33","40.824477","-73.896843","40.8244","-73.896504",,"Preservation","No","Non Prevailing Wage","6","12","2","0","0","1","0","12","9","0","0","0","0","0","21","0","21","21"
"68196","JOE INTERVALE.YR15.FY21","2021-04-30T00:00:00.000",,"88154","1039","INTERVALE AVENUE","Bronx","10459","2027000062","2005411","BX-02","17","131","BX33","40.824515","-73.896861","40.82446","-73.897186",,"Preservation","No","Non Prevailing Wage","8","9","3","0","0","0","0","5","15","0","0","0","0","0","20","0","20","20"
"68196","JOE INTERVALE.YR15.FY21","2021-04-30T00:00:00.000",,"88184","1158","INTERVALE AVENUE","Bronx","10459","2027060050","2005501","BX-02","17","131","BX33","40.827643","-73.895754","40.82753","-73.895422",,"Preservation","No","Non Prevailing Wage","4","12","2","0","0","0","1","4","9","4","0","0","0","0","18","0","18","18"
"68196","JOE INTERVALE.YR15.FY21","2021-04-30T00:00:00.000",,"109978","1118","SOUTHERN BOULEVARD","Bronx","10459","2027440021","2006030","BX-02","17","12701","BX27","40.826525","-73.891904","40.82655","-73.891691",,"Preservation","No","Non Prevailing Wage","4","2","0","0","0","0","0","0","3","3","0","0","0","0","6","0","6","6"
"68196","JOE INTERVALE.YR15.FY21","2021-04-30T00:00:00.000",,"114967","1141","TIFFANY STREET","Bronx","10459","2027060060","2005503","BX-02","17","131","BX33","40.82683","-73.894964","40.8272","-73.895376",,"Preservation","No","Non Prevailing Wage","4","20","1","0","0","0","7","13","5","0","0","0","0","0","25","0","25","25"
"66903","INWOOD LIBRARY","2021-04-29T00:00:00.000",,"983225","4790","BROADWAY","Manhattan","10034","1022330013",,"MN-12","10","291","MN01","40.865947","-73.926075","40.86566","-73.925786",,"New Construction","No","Non Prevailing Wage","44","35","94","0","0","1","44","76","46","8","0","0","0","0","174","0","174","174"
"67991","TQN1003 ROCKAWAY III A","2021-04-29T00:00:00.000",,"680710","14-15","MOTT AVENUE","Queens","11691","4155740048","4298509","QN-14","31","101001","QN15","40.601257","-73.747921","40.60118","-73.748357",,"Preservation","No","Non Prevailing Wage","1","31","3","6","0","1","1","24","11","5","1","0","0","0","42","0","42","42"
"69042","DUNN. 401 CHESTER STREET. MARCUS GARVEY SENIORS","2021-04-29T00:00:00.000",,"992290","401","CHESTER STREET","Brooklyn","11212","3035890021",,"BK-16","42","916","BK81","40.66174","-73.909671","40.66206","-73.909472",,"New Construction","No","Prevailing Wage","156","0","0","0","0","1","100","56","1","0","0","0","0","0","157","0","157","157"
"69561","212 EAST 125TH STREET","2021-04-29T00:00:00.000",,"998544","212","EAST 125 STREET","Manhattan","10035","1017890045",,"MN-11","8","242","MN34","40.803469","-73.935294","40.8032","-73.935384",,"New Construction","No","Non Prevailing Wage","0","0","28","0","0","0","6","8","14","0","0","0","0","0","28","0","28","113"
"70951","CONFIDENTIAL","2021-04-29T00:00:00.000","2021-04-29T00:00:00.000",,"----","----","Staten Island",,,,"SI-01","50",,,,,,,"2021-04-29T00:00:00.000","New Construction","No","Non Prevailing Wage","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","1","1"
"71088","650 WEST 42ND STREET APARTMENTS","2021-04-29T00:00:00.000",,"873392","1","RIVER PLACE","Manhattan","10036","1010890001","1085803","MN-04","3","117","MN13","40.761614","-74.00022","40.76127","-74.000466",,"Preservation","No","Non Prevailing Wage","0","0","0","0","47","0","13","28","6","0","0","0","0","0","47","0","47","921"
"68567","ASTORIA TOWERS.HPO.FY21","2021-04-28T00:00:00.000",,"628815","110-14","ASTORIA BOULEVARD","Queens","11369","4017040172","4430230","QN-03","21","373","QN27","40.76017","-73.860015","40.75956","-73.859648",,"Preservation","No","Non Prevailing Wage","0","27","34","0","0","1","0","13","35","14","0","0","0","0","62","0","62","62"
"71087","200 CLIFTON PLACE APARTMENTS","2021-04-28T00:00:00.000",,"997560","200","CLIFTON PLACE","Brooklyn","11216","3019540009",,"BK-03","36","233","BK75","40.688545","-73.956344","40.68831","-73.956463",,"New Construction","No","Non Prevailing Wage","0","0","0","0","3","0","0","0","3","0","0","0","0","0","3","0","3","8"
"70919","102 HOOKER PLACE","2021-04-27T00:00:00.000",,"746278","102","HOOKER PLACE","Staten Island","10302","5011310067","5026255","SI-01","49","213","SI28","40.631258","-74.142863","40.631","-74.142884",,"Preservation","No","Non Prevailing Wage","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","1","2"
"71086","30-82 CRESCENT STREET APARTMENTS","2021-04-27T00:00:00.000",,"992174","30-82","CRESCENT STREET","Queens","11102","4005700049",,"QN-01","22","73","QN71","40.766393","-73.926142","40.76654","-73.926506",,"New Construction","No","Non Prevailing Wage","0","0","0","0","7","0","1","5","1","0","0","0","0","0","7","0","7","21"
"71084","249 NORTH 5 STREET AKA 70 HAVEMEYER STREET","2021-04-26T00:00:00.000",,"309172","70","HAVEMEYER STREET","Brooklyn","11211","3023380027",,"BK-01","33","519","BK73","40.714414","-73.954978","40.71466","-73.955212",,"New Construction","No","Non Prevailing Wage","0","0","0","0","15","0","3","4","8","0","0","0","0","0","15","0","15","48"
"71085","1528 BERGEN STREET APARTMENTS","2021-04-26T00:00:00.000",,"982491","1528","BERGEN STREET","Brooklyn","11213","3013540016",,"BK-08","36","309","BK61","40.675139","-73.93253","40.67489","-73.932707",,"New Construction","No","Non Prevailing Wage","0","0","0","0","3","0","0","2","1","0","0","0","0","0","3","0","3","8"
"66740","60 NORFOLK","2021-04-23T00:00:00.000",,"993982","60","NORFOLK STREET","Manhattan","10002","1003460037",,"MN-03","1","1402","MN28","40.717121","-73.988013","40.71702","-73.987775",,"New Construction","No","Non Prevailing Wage","18","48","48","0","0","1","80","35","0","0","0","0","0","0","115","0","115","115"
"70918","61 NORTH BURGHER AVENUE","2021-04-23T00:00:00.000",,"765452","61","NORTH BURGHER AVENUE","Staten Island","10310","5001580046","5004450","SI-01","49","97","SI22","40.639836","-74.115461","40.63997","-74.115198",,"Preservation","No","Non Prevailing Wage","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1"
"71083","38-35 CRESCENT STREET APARTMENT","2021-04-23T00:00:00.000",,"411779","38-35","CRESCENT STREET","Queens","11101","4003870002",,"QN-01","26","31","QN68","40.755379","-73.936174","40.75476","-73.93642",,"New Construction","No","Non Prevailing Wage","0","0","0","0","6","0","0","3","3","0","0","0","0","0","6","0","6","17"
"70956","CONFIDENTIAL","2021-04-20T00:00:00.000","2021-04-20T00:00:00.000",,"----","----","Bronx",,,,"BX-07","14",,,,,,,"2021-04-20T00:00:00.000","New Construction","No","Non Prevailing Wage","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","1"
"70958","CONFIDENTIAL","2021-04-20T00:00:00.000","2021-04-20T00:00:00.000",,"----","----","Brooklyn",,,,"BK-05","42",,,,,,,"2021-04-20T00:00:00.000","New Construction","No","Non Prevailing Wage","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1"
"71079","45-07 48TH AVENUE APARTMENTS","2021-04-16T00:00:00.000",,"988857","45-07","48 AVENUE","Queens","11377","4001700058",,"QN-02","26","18502","QN31","40.739406","-73.920214","40.73961","-73.919969",,"New Construction","No","Non Prevailing Wage","0","0","0","0","4","0","0","2","2","0","0","0","0","0","4","0","4","12"
"71081","2494 AMSTERDAM AVENUE APARTMENT","2021-04-16T00:00:00.000",,"953604","2494","AMSTERDAM AVENUE","Manhattan","10033","1021550089",,"MN-12","10","269","MN35","40.849712","-73.929773","40.84975","-73.930105",,"New Construction","No","Non Prevailing Wage","0","0","3","0","0","0","1","2","0","0","0","0","0","0","3","0","3","15"
"71082","1545 BERGEN STREET APARTMENTS","2021-04-16T00:00:00.000",,"982149","1545","BERGEN STREET","Brooklyn","11213","3013480076",,"BK-08","36","309","BK61","40.675142","-73.932296","40.67538","-73.932386",,"New Construction","No","Non Prevailing Wage","0","0","0","0","3","0","0","2","1","0","0","0","0","0","3","0","3","8"
"71078","2724 HEATH AVENUE APARTMENTS","2021-04-15T00:00:00.000",,"998706","2724","HEATH AVENUE","Bronx","10463","2032400028",,"BX-07","14","269","BX30","40.871655","-73.905321","40.87203","-73.904862",,"New Construction","No","Non Prevailing Wage","0","0","0","28","0","0","8","17","3","0","0","0","0","0","28","0","28","64"
"70957","CONFIDENTIAL","2021-04-13T00:00:00.000","2021-04-13T00:00:00.000",,"----","----","Queens",,,,"QN-08","24",,,,,,,"2021-04-13T00:00:00.000","New Construction","No","Non Prevailing Wage","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","1","1"
"69254","163-05 ARCHER AVENUE","2021-04-09T00:00:00.000",,"992933","163-05","ARCHER AVENUE","Queens","11433","4101510075",,"QN-12","27","44601","QN61","40.703405","-73.795698","40.70385","-73.796022",,"New Construction","No","Non Prevailing Wage","0","0","30","0","0","0","0","25","5","0","0","0","0","0","30","0","30","605"
"71077","577 3RD AVENUE APARTMENTS","2021-04-09T00:00:00.000",,"985857","577","3 AVENUE","Brooklyn","11215","3010460007",,"BK-07","39","117","BK37","40.667616","-73.994218","40.66743","-73.993951",,"New Construction","No","Non Prevailing Wage","0","0","0","0","6","0","2","2","2","0","0","0","0","0","6","0","6","20"
"70959","CONFIDENTIAL","2021-04-08T00:00:00.000","2021-04-08T00:00:00.000",,"----","----","Queens",,,,"QN-12","27",,,,,,,"2021-04-08T00:00:00.000","New Construction","No","Non Prevailing Wage","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","1","1"
"70960","CONFIDENTIAL","2021-04-08T00:00:00.000","2021-04-08T00:00:00.000",,"----","----","Brooklyn",,,,"BK-11","43",,,,,,,"2021-04-08T00:00:00.000","New Construction","No","Non Prevailing Wage","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1"
"71076","25-18 32  STREET ASTORIA APARTMENTS","2021-04-01T00:00:00.000",,"419220","25-18","32 STREET","Queens","11102","4006200028",,"QN-01","22","6501","QN70","40.769338","-73.918059","40.76948","-73.918247",,"New Construction","No","Non Prevailing Wage","0","0","0","0","3","0","1","1","1","0","0","0","0","0","3","0","3","7"
"69441","WFHA BROOKLYN LP.YR15.FY21","2021-03-31T00:00:00.000",,"209164","992","BERGEN STREET","Brooklyn","11216","3012170034","3030589","BK-08","35","221","BK61","40.676446","-73.954045","40.67617","-73.954088",,"Preservation","No","Non Prevailing Wage","0","4","0","0","0","0","0","1","3","0","0","0","0","0","4","0","4","4"
"69441","WFHA BROOKLYN LP.YR15.FY21","2021-03-31T00:00:00.000",,"295918","658","FRANKLIN AVENUE","Brooklyn","11238","3011560051","3028671","BK-08","35","305","BK61","40.675755","-73.95614","40.67576","-73.95632",,"Preservation","No","Non Prevailing Wage","2","6","1","0","0","0","0","3","6","0","0","0","0","0","9","0","9","9"
"69441","WFHA BROOKLYN LP.YR15.FY21","2021-03-31T00:00:00.000",,"295950","693","FRANKLIN AVENUE","Brooklyn","11238","3012310012","3031110","BK-08","35","221","BK61","40.674802","-73.956465","40.67476","-73.956231",,"Preservation","No","Non Prevailing Wage","1","5","2","0","0","0","1","0","6","1","0","0","0","0","8","0","8","8"
"69441","WFHA BROOKLYN LP.YR15.FY21","2021-03-31T00:00:00.000",,"295952","695","FRANKLIN AVENUE","Brooklyn","11238","3012310010","3031109","BK-08","35","221","BK61","40.674748","-73.956483","40.67469","-73.956234",,"Preservation","No","Non Prevailing Wage","3","4","1","0","0","0","1","0","6","1","0","0","0","0","8","0","8","8"
"69441","WFHA BROOKLYN LP.YR15.FY21","2021-03-31T00:00:00.000",,"295953","697","FRANKLIN AVENUE","Brooklyn","11238","3012310008","3031108","BK-08","35","221","BK61","40.674693","-73.956505","40.67461","-73.956242",,"Preservation","No","Non Prevailing Wage","0","7","1","0","0","0","1","0","6","1","0","0","0","0","8","0","8","8"
"69441","WFHA BROOKLYN LP.YR15.FY21","2021-03-31T00:00:00.000",,"296014","786","FRANKLIN AVENUE","Brooklyn","11238","3011780052","3029602","BK-08","35","217","BK61","40.67172","-73.957603","40.67178","-73.957876",,"Preservation","No","Non Prevailing Wage","2","6","0","0","0","0","0","0","5","3","0","0","0","0","8","0","8","8"
"69441","WFHA BROOKLYN LP.YR15.FY21","2021-03-31T00:00:00.000",,"307342","721","HANCOCK STREET","Brooklyn","11233","3016580092","3045992","BK-03","41","383","BK35","40.685324","-73.925839","40.6855","-73.926181",,"Preservation","No","Non Prevailing Wage","0","8","0","0","0","0","0","0","0","8","0","0","0","0","8","0","8","8"
"69441","WFHA BROOKLYN LP.YR15.FY21","2021-03-31T00:00:00.000",,"307343","723","HANCOCK STREET","Brooklyn","11233","3016580091","3045991","BK-03","41","383","BK35","40.685329","-73.925792","40.68552","-73.926069",,"Preservation","No","Non Prevailing Wage","2","4","2","0","0","0","0","0","0","8","0","0","0","0","8","0","8","8"
"69441","WFHA BROOKLYN LP.YR15.FY21","2021-03-31T00:00:00.000",,"317444","680","JEFFERSON AVENUE","Brooklyn","11221","3016560030","3045821","BK-03","36","295","BK35","40.685516","-73.930562","40.68529","-73.930483",,"Preservation","No","Non Prevailing Wage","1","26","8","0","0","1","8","17","0","8","3","0","0","0","36","0","36","36"
"69441","WFHA BROOKLYN LP.YR15.FY21","2021-03-31T00:00:00.000",,"317447","684","JEFFERSON AVENUE","Brooklyn","11221","3016560035","3045823","BK-03","36","295","BK35","40.685533","-73.930429","40.68533","-73.930169",,"Preservation","No","Non Prevailing Wage","0","11","1","0","0","0","12","0","0","0","0","0","0","0","12","0","12","12"
"69441","WFHA BROOKLYN LP.YR15.FY21","2021-03-31T00:00:00.000",,"317515","768","JEFFERSON AVENUE","Brooklyn","11221","3016580010","3045922","BK-03","41","383","BK35","40.686032","-73.926076","40.68577","-73.92635",,"Preservation","No","Non Prevailing Wage","0","6","2","0","0","0","0","0","0","8","0","0","0","0","8","0","8","8"
"69441","WFHA BROOKLYN LP.YR15.FY21","2021-03-31T00:00:00.000",,"331146","660","MADISON STREET","Brooklyn","11221","3016460017","3045202","BK-03","36","293","BK35","40.686884","-73.931693","40.68664","-73.931783",,"Preservation","No","Non Prevailing Wage","0","8","0","0","0","0","0","0","2","6","0","0","0","0","8","0","8","8"
"69441","WFHA BROOKLYN LP.YR15.FY21","2021-03-31T00:00:00.000",,"331152","668","MADISON STREET","Brooklyn","11221","3016460020","3045205","BK-03","36","293","BK35","40.686914","-73.931444","40.68668","-73.931451",,"Preservation","No","Non Prevailing Wage","1","5","2","0","0","0","0","0","2","6","0","0","0","0","8","0","8","8"
"69441","WFHA BROOKLYN LP.YR15.FY21","2021-03-31T00:00:00.000",,"337955","433","MILLER AVENUE","Brooklyn","11207","3040250001","3089388","BK-05","42","1160","BK82","40.67029","-73.890604","40.67025","-73.890323",,"Preservation","No","Non Prevailing Wage","2","6","4","0","0","0","0","5","3","4","0","0","0","0","12","0","12","12"
"69441","WFHA BROOKLYN LP.YR15.FY21","2021-03-31T00:00:00.000",,"337958","437","MILLER AVENUE","Brooklyn","11207","3040410024","3089671","BK-05","42","1160","BK82","40.669832","-73.890489","40.66995","-73.890255",,"Preservation","No","Non Prevailing Wage","2","5","5","0","0","1","1","2","7","3","0","0","0","0","13","0","13","13"
"69441","WFHA BROOKLYN LP.YR15.FY21","2021-03-31T00:00:00.000",,"357206","572","PROSPECT PLACE","Brooklyn","11238","3011630035","3029003","BK-08","35","305","BK61","40.675368","-73.957946","40.67505","-73.957781",,"Preservation","No","Non Prevailing Wage","2","13","4","0","0","1","0","10","10","0","0","0","0","0","20","0","20","20"
"69441","WFHA BROOKLYN LP.YR15.FY21","2021-03-31T00:00:00.000",,"358498","828","PUTNAM AVENUE","Brooklyn","11221","3016520019","3045546","BK-03","36","385","BK35","40.686498","-73.928531","40.68627","-73.92856",,"Preservation","No","Non Prevailing Wage","1","2","1","0","0","0","0","3","1","0","0","0","0","0","4","0","4","4"
"69441","WFHA BROOKLYN LP.YR15.FY21","2021-03-31T00:00:00.000",,"360415","186","MALCOLM X BOULEVARD","Brooklyn","11221","3016460039","3045217","BK-03","36","293","BK35","40.686938","-73.929868","40.68686","-73.93015",,"Preservation","No","Non Prevailing Wage","1","8","0","0","0","0","2","0","7","0","0","0","0","0","9","0","9","9"
"69441","WFHA BROOKLYN LP.YR15.FY21","2021-03-31T00:00:00.000",,"360424","201","MALCOLM X BOULEVARD","Brooklyn","11221","3016520006","3045533","BK-03","36","385","BK35","40.686144","-73.929692","40.68613","-73.929433",,"Preservation","No","Non Prevailing Wage","0","6","0","0","0","0","0","6","0","0","0","0","0","0","6","0","6","6"
"69441","WFHA BROOKLYN LP.YR15.FY21","2021-03-31T00:00:00.000",,"360426","205","MALCOLM X BOULEVARD","Brooklyn","11221","3016520005","3045532","BK-03","36","385","BK35","40.686032","-73.929667","40.68606","-73.929418",,"Preservation","No","Non Prevailing Wage","0","6","0","0","0","0","0","6","0","0","0","0","0","0","6","0","6","6"
"69441","WFHA BROOKLYN LP.YR15.FY21","2021-03-31T00:00:00.000",,"360427","206","MALCOLM X BOULEVARD","Brooklyn","11221","3016510041","3045499","BK-03","36","295","BK35","40.686257","-73.929736","40.6862","-73.930017",,"Preservation","No","Non Prevailing Wage","1","4","0","0","0","0","0","0","1","4","0","0","0","0","5","0","5","5"
"69441","WFHA BROOKLYN LP.YR15.FY21","2021-03-31T00:00:00.000",,"373725","1405","ST JOHNS PLACE","Brooklyn","11213","3013780063","3036830","BK-08","36","351","BK61","40.670646","-73.931937","40.67092","-73.93181",,"Preservation","No","Non Prevailing Wage","0","19","0","0","0","1","0","9","8","3","0","0","0","0","20","0","20","20"
"69441","WFHA BROOKLYN LP.YR15.FY21","2021-03-31T00:00:00.000",,"374066","611","ST JOHNS PLACE","Brooklyn","11238","3011750068","3029499","BK-08","35","217","BK61","40.672558","-73.957984","40.67281","-73.957887",,"Preservation","No","Non Prevailing Wage","0","7","1","0","0","0","2","6","0","0","0","0","0","0","8","0","8","8"
"69441","WFHA BROOKLYN LP.YR15.FY21","2021-03-31T00:00:00.000",,"376783","582","STERLING PLACE","Brooklyn","11238","3011750026","3324401","BK-08","35","217","BK61","40.673752","-73.959288","40.67347","-73.95922",,"Preservation","No","Non Prevailing Wage","1","3","0","0","0","0","0","1","2","1","0","0","0","0","4","0","4","4"
"70874","CONFIDENTIAL","2021-03-26T00:00:00.000","2021-03-26T00:00:00.000",,"----","----","Bronx",,,,"BX-07","11",,,,,,,"2021-03-26T00:00:00.000","New Construction","No","Non Prevailing Wage","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","1","1"
"70881","CONFIDENTIAL","2021-03-26T00:00:00.000","2021-03-26T00:00:00.000",,"----","----","Staten Island",,,,"SI-01","49",,,,,,,"2021-03-26T00:00:00.000","New Construction","No","Non Prevailing Wage","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","1","1"
"70871","101 BRUCKNER BLVD","2021-03-22T00:00:00.000",,"998360","101","BRUCKNER BOULEVARD","Bronx","10454","2022780070",,"BX-01","8","19","BX39","40.805265","-73.923722","40.80551","-73.923606",,"New Construction","No","Non Prevailing Wage","0","0","0","0","17","0","1","16","0","0","0","0","0","0","17","0","17","55"
"70870","560 19TH STREET","2021-03-19T00:00:00.000",,"144438","590","19 STREET","Brooklyn","11218","3008900033",,"BK-07","39","1502","BK40","40.654816","-73.979583","40.65454","-73.97958",,"New Construction","No","Non Prevailing Wage","0","0","0","0","3","0","0","1","2","0","0","0","0","0","3","0","3","9"
"70869","948 & 954 HERKIMER STREET APARTMENTS","2021-03-18T00:00:00.000",,"982272","954","HERKIMER STREET","Brooklyn","11233","3017140017",,"BK-03","41","299","BK61","40.678125","-73.921986","40.67791","-73.92209",,"New Construction","No","Non Prevailing Wage","0","0","0","0","2","0","0","2","0","0","0","0","0","0","2","0","2","6"
"70869","948 & 954 HERKIMER STREET APARTMENTS","2021-03-18T00:00:00.000",,"998359","948","HERKIMER STREET","Brooklyn","11233","3017140016",,"BK-03","41","299","BK61","40.678133","-73.922173","40.67791","-73.92217",,"New Construction","No","Non Prevailing Wage","0","0","0","0","2","0","0","2","0","0","0","0","0","0","2","0","2","6"
"68142","1104 BEDFORD AVENUE","2021-03-17T00:00:00.000",,"991164","1104","BEDFORD AVENUE","Brooklyn","11216","3019710028",,"BK-03","36","229","BK69","40.686942","-73.954636","40.68686","-73.954925",,"New Construction","No","Non Prevailing Wage","0","0","6","0","0","0","2","3","1","0","0","0","0","0","6","0","6","32"
"70802","714 EAST 86TH STREET","2021-03-16T00:00:00.000","2021-04-24T00:00:00.000","279793","714","EAST 86 STREET","Brooklyn","11236","3080060044","3224549","BK-18","46","958","BK50","40.639544","-73.910223","40.63937","-73.910414","2021-04-24T00:00:00.000","Preservation","No","Non Prevailing Wage","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","1","1"
"70868","2720 CLAFLIN AVENUE","2021-03-16T00:00:00.000",,"56536","2720","CLAFLIN AVENUE","Bronx","10468","2032480082",,"BX-08","14","26701","BX28","40.869694","-73.901007","40.86961","-73.900765",,"New Construction","No","Non Prevailing Wage","0","0","0","0","5","0","1","1","3","0","0","0","0","0","5","0","5","15"
"70838","1 UNION SQUARE SOUTH APARTMENTS","2021-03-12T00:00:00.000",,"875873","1","UNION SQUARE SOUTH","Manhattan","10003","1008420021","1016063","MN-05","2","52","MN13","40.735319","-73.99165","40.7355","-73.991874",,"Preservation","No","Non Prevailing Wage","0","0","0","0","12","0","3","8","1","0","0","0","0","0","12","0","12","240"
"70867","2625 GRAND AVENUE APARTMENTS","2021-03-11T00:00:00.000",,"999340","2625","GRAND AVENUE","Bronx","10468","2032150042",,"BX-07","14","265","BX30","40.867209","-73.899944","40.86741","-73.900103",,"New Construction","No","Non Prevailing Wage","0","0","0","0","6","0","1","2","3","0","0","0","0","0","6","0","6","17"
"70873","CONFIDENTIAL","2021-03-10T00:00:00.000","2021-03-10T00:00:00.000",,"----","----","Brooklyn",,,,"BK-18","46",,,,,,,"2021-03-10T00:00:00.000","New Construction","No","Non Prevailing Wage","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","1","1"
"70866","776 FRANKLIN AVENUE APARTMENTS","2021-03-05T00:00:00.000",,"296007","776","FRANKLIN AVENUE","Brooklyn","11238","3011780048",,"BK-08","35","217","BK61","40.671978","-73.957509","40.672","-73.957797",,"New Construction","No","Non Prevailing Wage","0","0","0","0","3","0","0","0","3","0","0","0","0","0","3","0","3","10"
"70877","CONFIDENTIAL","2021-03-05T00:00:00.000","2021-03-05T00:00:00.000",,"----","----","Queens",,,,"QN-13","27",,,,,,,"2021-03-05T00:00:00.000","New Construction","No","Non Prevailing Wage","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","1","1"
"70864","582 EAST 138 STREET APARTMENTS","2021-03-02T00:00:00.000",,"62839","582","EAST 138 STREET","Bronx","10454","2025500014",,"BX-01","8","2701","BX39","40.806551","-73.916872","40.8063","-73.91697",,"New Construction","No","Non Prevailing Wage","0","0","0","0","2","0","0","1","1","0","0","0","0","0","2","0","2","6"
"70865","86-15 ROCKAWAY BOULEVARD APARTMENTS","2021-03-02T00:00:00.000",,"692150","86-15","ROCKAWAY BOULEVARD","Queens","11416","4090580018",,"QN-09","32","42","QN53","40.683024","-73.853871","40.68315","-73.853492",,"New Construction","No","Non Prevailing Wage","0","0","0","0","6","0","1","0","5","0","0","0","0","0","6","0","6","20"
"70760","CONFIDENTIAL","2021-02-26T00:00:00.000","2021-02-26T00:00:00.000",,"----","----","Manhattan",,,,"MN-09","9",,,,,,,"2021-02-26T00:00:00.000","New Construction","No","Non Prevailing Wage","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1"
"69878","WHGA MANNIE L. WILSON TOWERS, LP.YR15.FY21","2021-02-25T00:00:00.000",,"25346","565","MANHATTAN AVENUE","Manhattan","10027","1019500014","1059273","MN-09","9","20901","MN09","40.809719","-73.953411","40.80983","-73.953678",,"Preservation","Yes","Non Prevailing Wage","88","1","12","0","0","1","46","55","1","0","0","0","0","0","102","0","102","102"
"70759","CONFIDENTIAL","2021-02-25T00:00:00.000","2021-02-25T00:00:00.000",,"----","----","Queens",,,,"QN-06","29",,,,,,,"2021-02-25T00:00:00.000","New Construction","No","Non Prevailing Wage","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","1","1"
"70860","177 & 185 VERONICA PLACE","2021-02-25T00:00:00.000",,"387292","177","VERONICA PLACE","Brooklyn","11226","3051370040",,"BK-17","40","792","BK95","40.645808","-73.952606","40.64587","-73.952347",,"New Construction","No","Non Prevailing Wage","0","0","0","0","3","0","0","1","2","0","0","0","0","0","3","0","3","8"
"70860","177 & 185 VERONICA PLACE","2021-02-25T00:00:00.000",,"387297","185","VERONICA PLACE","Brooklyn","11226","3051370037",,"BK-17","40","792","BK95","40.645662","-73.952596","40.64566","-73.952336",,"New Construction","No","Non Prevailing Wage","0","0","0","0","3","0","0","1","2","0","0","0","0","0","3","0","3","8"
