,project_id,project_name,project_start_date,building_id,house_number,street_name,borough,postcode,bbl,community_board,council_district,census_tract,neighborhood_tabulation_area,latitude,longitude,latitude_internal,longitude_internal,reporting_construction_type,extended_affordability_status,prevailing_wage_status,extremely_low_income_units,very_low_income_units,low_income_units,moderate_income_units,middle_income_units,other_income_units,studio_units,_1_br_units,_2_br_units,_3_br_units,_4_br_units,_5_br_units,_6_br_units,unknown_br_units,counted_rental_units,counted_homeownership_units,all_counted_units,total_units,bin,project_completion_date,building_completion_date
4807,44265,CULVER EL PHASE I,2014-11-25T00:00:00.000,957388,1232,37 STREET,Brooklyn,11218,3052950108,BK-12,39,226,BK88,40.642567,-73.986502,40.64241,-73.986545,New Construction,No,Non Prevailing Wage,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,4,4,,2019-05-06T00:00:00.000,2019-02-15T00:00:00.000
4808,44265,CULVER EL PHASE I,2014-11-25T00:00:00.000,957389,1264,37 STREET,Brooklyn,11218,3052950111,BK-12,39,226,BK88,40.642262,-73.985997,40.6419,-73.985706,New Construction,No,Non Prevailing Wage,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,4,4,,2019-05-06T00:00:00.000,2019-03-29T00:00:00.000
4809,44265,CULVER EL PHASE I,2014-11-25T00:00:00.000,957390,1270,37 STREET,Brooklyn,11218,3052950112,BK-12,39,226,BK88,40.642205,-73.985904,40.6418,-73.985551,New Construction,No,Non Prevailing Wage,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,4,4,,2019-05-06T00:00:00.000,2019-02-15T00:00:00.000
4810,44265,CULVER EL PHASE I,2014-11-25T00:00:00.000,957420,1276,37 STREET,Brooklyn,11218,3052950113,BK-12,39,226,BK88,40.64215,-73.98581,40.64172,-73.985414,New Construction,No,Non Prevailing Wage,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,4,4,,2019-05-06T00:00:00.000,2019-03-29T00:00:00.000
4811,52318,33 Bond Street,2014-11-25T00:00:00.000,955360,33,BOND STREET,Brooklyn,11201,3001667502,BK-02,33,37,BK38,40.688643,-73.983658,40.68825,-73.983215,New Construction,No,Non Prevailing Wage,0,0,143,0,0,0,51,52,40,0,0,0,0,0,143,0,143,714,,2018-03-07T00:00:00.000,2018-03-07T00:00:00.000
4812,54411,CONFIDENTIAL,2014-11-25T00:00:00.000,,----,----,Brooklyn,,,BK-14,45,,,,,,,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,,2014-11-25T00:00:00.000,2014-11-25T00:00:00.000
4813,54535,CONFIDENTIAL,2014-11-25T00:00:00.000,,----,----,Bronx,,,BX-09,18,,,,,,,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,,2014-11-25T00:00:00.000,2014-11-25T00:00:00.000
4814,54554,CONFIDENTIAL,2014-11-25T00:00:00.000,,----,----,Staten Island,,,SI-03,51,,,,,,,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,,2014-11-25T00:00:00.000,2014-11-25T00:00:00.000
4815,54555,CONFIDENTIAL,2014-11-25T00:00:00.000,,----,----,Staten Island,,,SI-01,49,,,,,,,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,,2014-11-25T00:00:00.000,2014-11-25T00:00:00.000
4816,55467,Sam Burt Houses,2014-11-25T00:00:00.000,809867,2675,WEST 36 STREET,Brooklyn,11224,3069620011,BK-13,47,330,BK21,40.579931,-74.002707,40.58044,-74.002297,Preservation,No,Non Prevailing Wage,0,0,80,0,66,1,0,0,0,0,0,0,0,147,0,147,147,147,3340264,2016-10-25T00:00:00.000,2016-10-25T00:00:00.000
4817,68431,MARIEN-HEIM TOWER SENIOR APARTMENTS (20140280),2014-11-25T00:00:00.000,348661,870,OCEAN PARKWAY,Brooklyn,11230,3065080006,BK-12,44,46201,BK42,40.627218,-73.971057,40.62715,-73.971691,Preservation,No,Non Prevailing Wage,0,0,181,0,0,1,50,131,1,0,0,0,0,0,182,0,182,182,3170453,2017-05-03T00:00:00.000,2017-05-03T00:00:00.000
4818,51297,774 Grand Street,2014-11-24T00:00:00.000,951365,284,HUMBOLDT STREET,Brooklyn,11206,3027907504,BK-01,34,495,BK90,40.711431,-73.942157,40.71158,-73.941861,New Construction,No,Non Prevailing Wage,0,0,13,0,0,0,3,3,7,0,0,0,0,0,13,0,13,64,,2018-07-10T00:00:00.000,2018-07-10T00:00:00.000
4819,52075,PHIPPS PLAZA SOUTH/KB 25,2014-11-24T00:00:00.000,953668,325,EAST 25 STREET,Manhattan,10010,1009310017,MN-06,2,66,MN20,40.738855,-73.979204,40.73878,-73.978504,New Construction,No,Non Prevailing Wage,0,0,22,0,0,0,0,0,22,0,0,0,0,0,22,0,22,56,,2017-03-30T00:00:00.000,2017-03-30T00:00:00.000
4820,53558,Phipps Plaza South/KB25 Article XI,2014-11-24T00:00:00.000,953668,325,EAST 25 STREET,Manhattan,10010,1009310017,MN-06,2,66,MN20,40.738855,-73.979204,40.73878,-73.978504,New Construction,Yes,Non Prevailing Wage,0,0,0,11,22,1,10,18,6,0,0,0,0,0,34,0,34,56,,2017-02-13T00:00:00.000,2017-02-13T00:00:00.000
4821,54559,CONFIDENTIAL,2014-11-24T00:00:00.000,,----,----,Brooklyn,,,BK-16,37,,,,,,,Preservation,No,Non Prevailing Wage,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,,2014-11-24T00:00:00.000,2014-11-24T00:00:00.000
4822,58193,CONFIDENTIAL,2014-11-24T00:00:00.000,,----,----,Brooklyn,,,BK-17,45,,,,,,,Preservation,No,Non Prevailing Wage,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,,2014-11-24T00:00:00.000,2014-11-24T00:00:00.000
4823,58289,CONFIDENTIAL,2014-11-24T00:00:00.000,,----,----,Queens,,,QN-12,27,,,,,,,Preservation,No,Non Prevailing Wage,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,,2014-11-24T00:00:00.000,2014-11-24T00:00:00.000
4824,54556,CONFIDENTIAL,2014-11-21T00:00:00.000,,----,----,Brooklyn,,,BK-09,40,,,,,,,Preservation,No,Non Prevailing Wage,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,,2014-11-21T00:00:00.000,2014-11-21T00:00:00.000
4825,54410,CONFIDENTIAL,2014-11-20T00:00:00.000,,----,----,Brooklyn,,,BK-03,41,,,,,,,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,,2014-11-20T00:00:00.000,2014-11-20T00:00:00.000
4826,54409,CONFIDENTIAL,2014-11-19T00:00:00.000,,----,----,Queens,,,QN-12,28,,,,,,,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,,2014-11-19T00:00:00.000,2014-11-19T00:00:00.000
4827,65138,53 WEST 126TH STREET,2014-11-19T00:00:00.000,946857,53,WEST 126 STREET,Manhattan,10027,1017240014,MN-10,9,208,MN03,40.807788,-73.943403,40.80811,-73.94363,New Construction,No,Non Prevailing Wage,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,2,8,,2017-11-06T00:00:00.000,2017-11-06T00:00:00.000
4828,53694,CONFIDENTIAL,2014-11-14T00:00:00.000,,----,----,Queens,,,QN-08,23,,,,,,,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,,2014-11-14T00:00:00.000,2014-11-14T00:00:00.000
4829,54403,CONFIDENTIAL,2014-11-14T00:00:00.000,,----,----,Queens,,,QN-06,29,,,,,,,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,,2014-11-14T00:00:00.000,2014-11-14T00:00:00.000
4830,54408,CONFIDENTIAL,2014-11-14T00:00:00.000,,----,----,Staten Island,,,SI-02,50,,,,,,,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,,2014-11-14T00:00:00.000,2014-11-14T00:00:00.000
4831,50356,Gabriel House LP,2014-11-13T00:00:00.000,3441,2044,ADAM C POWELL BOULEVARD,Manhattan,10027,1019280029,MN-10,9,222,MN11,40.807187,-73.949645,40.8073,-73.950006,Preservation,Yes,Non Prevailing Wage,29,1,0,0,0,0,30,0,0,0,0,0,0,0,30,0,30,30,1058563,2014-11-13T00:00:00.000,2014-11-13T00:00:00.000
4832,54397,CONFIDENTIAL,2014-11-13T00:00:00.000,,----,----,Staten Island,,,SI-01,49,,,,,,,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,,2014-11-13T00:00:00.000,2014-11-13T00:00:00.000
4833,54553,CONFIDENTIAL,2014-11-13T00:00:00.000,,----,----,Staten Island,,,SI-03,51,,,,,,,New Construction,No,Non Prevailing Wage,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,,2014-11-13T00:00:00.000,2014-11-13T00:00:00.000
4834,68430,STUYPARK APARTMENTS (20140270),2014-11-13T00:00:00.000,344022,77,NEW YORK AVENUE,Brooklyn,11216,3012080001,BK-08,36,313,BK61,40.677384,-73.947,40.67707,-73.946715,Preservation,No,Non Prevailing Wage,0,0,102,0,0,1,40,62,1,0,0,0,0,0,103,0,103,103,3030090,2016-12-14T00:00:00.000,2016-12-14T00:00:00.000
4835,54392,CONFIDENTIAL,2014-11-12T00:00:00.000,,----,----,Queens,,,QN-12,27,,,,,,,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,,2014-11-12T00:00:00.000,2014-11-12T00:00:00.000
4836,54395,CONFIDENTIAL,2014-11-12T00:00:00.000,,----,----,Staten Island,,,SI-03,51,,,,,,,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,,2014-11-12T00:00:00.000,2014-11-12T00:00:00.000
4837,54536,CONFIDENTIAL,2014-11-10T00:00:00.000,,----,----,Brooklyn,,,BK-03,41,,,,,,,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,,2014-11-10T00:00:00.000,2014-11-10T00:00:00.000
4838,58191,CONFIDENTIAL,2014-11-10T00:00:00.000,,----,----,Brooklyn,,,BK-12,44,,,,,,,Preservation,No,Non Prevailing Wage,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,,2014-11-10T00:00:00.000,2014-11-10T00:00:00.000
4839,50372,San Miguel Residence aka Ryer Associates,2014-11-07T00:00:00.000,107805,2386,RYER AVENUE,Bronx,10458,2031520007,BX-05,15,23702,BX05,40.859583,-73.89796,40.85957,-73.897729,Preservation,Yes,Non Prevailing Wage,0,0,69,0,0,1,64,5,1,0,0,0,0,0,70,0,70,70,2013579,2014-11-07T00:00:00.000,2014-11-07T00:00:00.000
4840,53467,CONFIDENTIAL,2014-11-07T00:00:00.000,,----,----,Queens,,,QN-12,27,,,,,,,Preservation,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,,2015-02-17T00:00:00.000,2015-02-17T00:00:00.000
4841,58189,CONFIDENTIAL,2014-11-06T00:00:00.000,,----,----,Queens,,,QN-12,27,,,,,,,Preservation,No,Non Prevailing Wage,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,,2014-11-06T00:00:00.000,2014-11-06T00:00:00.000
4842,54537,CONFIDENTIAL,2014-11-03T00:00:00.000,,----,----,Staten Island,,,SI-02,50,,,,,,,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,,2014-11-03T00:00:00.000,2014-11-03T00:00:00.000
4843,53529,CONFIDENTIAL,2014-11-01T00:00:00.000,,----,----,Queens,,,QN-13,27,,,,,,,Preservation,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,,2014-11-01T00:00:00.000,2014-11-01T00:00:00.000
4844,53542,CONFIDENTIAL,2014-11-01T00:00:00.000,,----,----,Bronx,,,BX-04,8,,,,,,,Preservation,No,Non Prevailing Wage,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,,2014-11-01T00:00:00.000,2014-11-01T00:00:00.000
4845,53614,CONFIDENTIAL,2014-10-31T00:00:00.000,,----,----,Staten Island,,,SI-03,51,,,,,,,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,,2014-10-31T00:00:00.000,2014-10-31T00:00:00.000
4846,53664,CONFIDENTIAL,2014-10-31T00:00:00.000,,----,----,Brooklyn,,,BK-18,46,,,,,,,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,,2014-10-31T00:00:00.000,2014-10-31T00:00:00.000
4847,50405,CROTONA PARK NORTH,2014-10-30T00:00:00.000,65760,756,EAST 175 STREET,Bronx,10457,2029480040,BX-06,17,36902,BX17,40.84181,-73.89171,40.84168,-73.89188,Preservation,Yes,Non Prevailing Wage,0,0,35,0,0,1,0,16,20,0,0,0,0,0,36,0,36,36,2009934,2014-10-30T00:00:00.000,2014-10-30T00:00:00.000
4848,50405,CROTONA PARK NORTH,2014-10-30T00:00:00.000,104359,1791,PROSPECT AVENUE,Bronx,10457,2029480044,BX-06,17,36902,BX17,40.841404,-73.891819,40.84153,-73.892039,Preservation,Yes,Non Prevailing Wage,0,0,31,0,0,0,5,19,7,0,0,0,0,0,31,0,31,31,2009935,2014-10-30T00:00:00.000,2014-10-30T00:00:00.000
4849,50417,Gateway 1,2014-10-30T00:00:00.000,23612,45,LENOX AVENUE,Manhattan,10026,1018220029,MN-10,9,216,MN11,40.799519,-73.9515,40.79988,-73.951764,Preservation,Yes,Non Prevailing Wage,38,15,5,0,0,1,0,14,34,11,0,0,0,0,58,1,59,59,1084006,2014-10-30T00:00:00.000,2014-10-30T00:00:00.000
4850,50418,Audubon,2014-10-30T00:00:00.000,3553,2321,ADAM C POWELL BOULEVARD,Manhattan,10030,1019210001,MN-10,9,228,MN03,40.816066,-73.943135,40.81612,-73.942565,Preservation,Yes,Non Prevailing Wage,67,15,5,0,0,1,12,30,32,14,0,0,0,0,88,0,88,88,1058309,2014-10-30T00:00:00.000,2014-10-30T00:00:00.000
4851,52241,606 WEST 57TH STREET,2014-10-30T00:00:00.000,977581,606,WEST 57 STREET,Manhattan,10019,1011040031,MN-04,6,135,MN15,40.770531,-73.991945,40.77043,-73.992671,New Construction,No,Non Prevailing Wage,0,103,103,52,0,0,55,109,86,8,0,0,0,0,258,0,258,1028,,2018-12-03T00:00:00.000,2018-12-03T00:00:00.000
4852,53615,CONFIDENTIAL,2014-10-30T00:00:00.000,,----,----,Queens,,,QN-03,21,,,,,,,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,,2014-10-30T00:00:00.000,2014-10-30T00:00:00.000
4853,58188,CONFIDENTIAL,2014-10-30T00:00:00.000,,----,----,Brooklyn,,,BK-17,41,,,,,,,Preservation,No,Non Prevailing Wage,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,,2014-10-30T00:00:00.000,2014-10-30T00:00:00.000
4854,58227,CONFIDENTIAL,2014-10-30T00:00:00.000,,----,----,Staten Island,,,SI-01,49,,,,,,,Preservation,No,Non Prevailing Wage,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,,2014-10-30T00:00:00.000,2014-10-30T00:00:00.000
4855,58491,Locust Manor Family II (20136069),2014-10-30T00:00:00.000,968970,126-02,LOCUST MANOR LANE,Queens,11434,4125290228,QN-12,27,33401,QN08,40.680371,-73.772197,40.68047,-73.772921,New Construction,No,Non Prevailing Wage,8,3,42,0,0,1,0,25,29,0,0,0,0,0,54,0,54,54,,2016-12-20T00:00:00.000,2016-12-20T00:00:00.000
4856,50419,Site A/Washington Heights,2014-10-29T00:00:00.000,804007,2036,AMSTERDAM AVENUE,Manhattan,10032,1021190036,MN-12,7,245,MN36,40.835269,-73.940293,40.8353,-73.940929,Preservation,Yes,Non Prevailing Wage,88,15,6,0,0,1,0,23,76,11,0,0,0,0,110,0,110,110,1062836,2014-10-29T00:00:00.000,2014-10-29T00:00:00.000
4857,50421,MSHOUSES,2014-10-29T00:00:00.000,20805,123,EAST 129 STREET,Manhattan,10035,1017780006,MN-11,9,242,MN34,40.807082,-73.935929,40.80747,-73.935911,Preservation,Yes,Non Prevailing Wage,97,26,7,0,0,1,0,51,61,0,19,0,0,0,131,0,131,131,1054510,2014-10-29T00:00:00.000,2014-10-29T00:00:00.000
4858,58180,CONFIDENTIAL,2014-10-29T00:00:00.000,,----,----,Bronx,,,BX-09,18,,,,,,,Preservation,No,Non Prevailing Wage,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,,2014-10-29T00:00:00.000,2014-10-29T00:00:00.000
4859,55413,334 Beach 54th Street,2014-10-28T00:00:00.000,867829,334,BEACH 54 STREET,Queens,11692,4158900030,QN-14,31,97204,QN12,40.593481,-73.784379,40.59343,-73.783897,Preservation,No,Non Prevailing Wage,0,0,31,0,0,1,0,0,0,0,0,0,0,32,32,0,32,32,4532559,2016-04-25T00:00:00.000,2016-04-25T00:00:00.000
4860,58179,CONFIDENTIAL,2014-10-28T00:00:00.000,,----,----,Queens,,,QN-14,31,,,,,,,Preservation,No,Non Prevailing Wage,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,,2014-10-28T00:00:00.000,2014-10-28T00:00:00.000
4861,53414,CONFIDENTIAL,2014-10-27T00:00:00.000,,----,----,Queens,,,QN-13,27,,,,,,,Preservation,No,Non Prevailing Wage,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,,2014-12-01T00:00:00.000,2014-12-01T00:00:00.000
4862,53663,CONFIDENTIAL,2014-10-24T00:00:00.000,,----,----,Brooklyn,,,BK-08,36,,,,,,,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,,2014-10-24T00:00:00.000,2014-10-24T00:00:00.000
4863,65068,338 AND 340 ELDERT STREET,2014-10-24T00:00:00.000,948048,340,ELDERT STREET,Brooklyn,11237,3034190028,BK-04,37,437,BK77,40.693541,-73.90636,40.69348,-73.906079,New Construction,No,Non Prevailing Wage,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,4,8,,2018-05-08T00:00:00.000,2018-05-08T00:00:00.000
4864,65107,2985 AND 2987 WEBSTER AVE,2014-10-24T00:00:00.000,952508,2985,WEBSTER AVENUE,Bronx,10458,2032800048,BX-07,11,415,BX05,40.867956,-73.882501,40.86812,-73.882834,New Construction,No,Non Prevailing Wage,0,0,18,0,0,0,0,8,10,0,0,0,0,0,18,0,18,88,,2018-03-06T00:00:00.000,2018-03-06T00:00:00.000
4865,53616,CONFIDENTIAL,2014-10-23T00:00:00.000,,----,----,Bronx,,,BX-12,12,,,,,,,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,2014-10-23T00:00:00.000,2014-10-23T00:00:00.000
4866,53661,CONFIDENTIAL,2014-10-22T00:00:00.000,,----,----,Brooklyn,,,BK-08,36,,,,,,,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,,2014-10-22T00:00:00.000,2014-10-22T00:00:00.000
4867,53611,CONFIDENTIAL,2014-10-21T00:00:00.000,,----,----,Bronx,,,BX-11,13,,,,,,,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,,2014-10-21T00:00:00.000,2014-10-21T00:00:00.000
4868,58200,CONFIDENTIAL,2014-10-21T00:00:00.000,,----,----,Brooklyn,,,BK-04,34,,,,,,,Preservation,No,Non Prevailing Wage,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,,2014-10-21T00:00:00.000,2014-10-21T00:00:00.000
4869,53251,CONFIDENTIAL,2014-10-20T00:00:00.000,,----,----,Bronx,,,BX-12,12,,,,,,,Preservation,No,Non Prevailing Wage,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,2,2,,2015-01-01T00:00:00.000,2015-01-01T00:00:00.000
4870,53609,CONFIDENTIAL,2014-10-20T00:00:00.000,,----,----,Queens,,,QN-13,23,,,,,,,New Construction,No,Non Prevailing Wage,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,,2014-10-20T00:00:00.000,2014-10-20T00:00:00.000
4871,53618,CONFIDENTIAL,2014-10-17T00:00:00.000,,----,----,Bronx,,,BX-10,13,,,,,,,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,,2014-10-17T00:00:00.000,2014-10-17T00:00:00.000
4872,53624,CONFIDENTIAL,2014-10-16T00:00:00.000,,----,----,Queens,,,QN-03,22,,,,,,,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,,2014-10-16T00:00:00.000,2014-10-16T00:00:00.000
4873,53666,CONFIDENTIAL,2014-10-16T00:00:00.000,,----,----,Queens,,,QN-06,29,,,,,,,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,,2014-10-16T00:00:00.000,2014-10-16T00:00:00.000
4874,58506,625 West 57th Street Apartments (20140275),2014-10-16T00:00:00.000,969123,625,WEST 57 STREET,Manhattan,10019,1011057501,MN-04,6,135,MN15,40.771289,-73.9937,40.77143,-73.992967,New Construction,No,Non Prevailing Wage,0,142,0,0,0,1,28,95,15,5,0,0,0,0,143,0,143,709,,2017-10-01T00:00:00.000,2017-10-01T00:00:00.000
4875,65108,2999 WEBSTER AVE,2014-10-15T00:00:00.000,952517,2999,WEBSTER AVENUE,Bronx,10458,2032800039,BX-07,11,415,BX05,40.868175,-73.88214,40.86841,-73.88236,New Construction,No,Non Prevailing Wage,0,0,7,0,0,0,0,3,4,0,0,0,0,0,7,0,7,34,,2017-08-03T00:00:00.000,2017-08-03T00:00:00.000
4876,53612,CONFIDENTIAL,2014-10-14T00:00:00.000,,----,----,Brooklyn,,,BK-05,42,,,,,,,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,,2014-10-14T00:00:00.000,2014-10-14T00:00:00.000
4877,53212,CONFIDENTIAL,2014-10-09T00:00:00.000,,----,----,Brooklyn,,,BK-03,36,,,,,,,Preservation,No,Non Prevailing Wage,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,2,2,,2015-01-30T00:00:00.000,2015-01-30T00:00:00.000
4878,58198,CONFIDENTIAL,2014-10-09T00:00:00.000,,----,----,Queens,,,QN-12,27,,,,,,,Preservation,No,Non Prevailing Wage,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,,2014-10-09T00:00:00.000,2014-10-09T00:00:00.000
4879,51585,217-221 W. 29th Street,2014-10-08T00:00:00.000,952295,221,WEST 29 STREET,Manhattan,10001,1007790027,MN-05,3,95,MN17,40.748214,-73.993735,40.74841,-73.993648,New Construction,No,Non Prevailing Wage,0,0,19,0,0,0,4,13,2,0,0,0,0,0,19,0,19,95,,2018-02-27T00:00:00.000,2018-02-27T00:00:00.000
4880,53610,CONFIDENTIAL,2014-10-07T00:00:00.000,,----,----,Queens,,,QN-09,32,,,,,,,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,,2014-10-07T00:00:00.000,2014-10-07T00:00:00.000
4881,53623,CONFIDENTIAL,2014-10-07T00:00:00.000,,----,----,Staten Island,,,SI-03,51,,,,,,,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,,2014-10-07T00:00:00.000,2014-10-07T00:00:00.000
4882,53665,CONFIDENTIAL,2014-10-06T00:00:00.000,,----,----,Staten Island,,,SI-01,49,,,,,,,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,,2014-10-06T00:00:00.000,2014-10-06T00:00:00.000
4883,53211,CONFIDENTIAL,2014-10-03T00:00:00.000,,----,----,Brooklyn,,,BK-18,45,,,,,,,Preservation,No,Non Prevailing Wage,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,,2015-04-01T00:00:00.000,2015-04-01T00:00:00.000
4884,50104,Crotona Terrace I aka 1825 Boston Road,2014-10-02T00:00:00.000,927022,1825,BOSTON ROAD,Bronx,10460,2029847503,BX-03,17,161,BX75,40.838878,-73.885209,40.83919,-73.88566,New Construction,No,Non Prevailing Wage,0,0,79,0,0,1,20,19,41,0,0,0,0,0,80,0,80,80,,2016-10-28T00:00:00.000,2016-10-28T00:00:00.000
4885,58197,CONFIDENTIAL,2014-10-02T00:00:00.000,,----,----,Brooklyn,,,BK-18,46,,,,,,,Preservation,No,Non Prevailing Wage,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,,2014-10-02T00:00:00.000,2014-10-02T00:00:00.000
4886,53572,CONFIDENTIAL,2014-09-30T00:00:00.000,,----,----,Queens,,,QN-02,26,,,,,,,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,,2014-09-30T00:00:00.000,2014-09-30T00:00:00.000
4887,53588,CONFIDENTIAL,2014-09-30T00:00:00.000,,----,----,Brooklyn,,,BK-07,38,,,,,,,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,,2014-09-30T00:00:00.000,2014-09-30T00:00:00.000
4888,53590,CONFIDENTIAL,2014-09-30T00:00:00.000,,----,----,Queens,,,QN-12,27,,,,,,,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,,2014-09-30T00:00:00.000,2014-09-30T00:00:00.000
4889,58196,CONFIDENTIAL,2014-09-30T00:00:00.000,,----,----,Brooklyn,,,BK-05,42,,,,,,,Preservation,No,Non Prevailing Wage,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,,2014-09-30T00:00:00.000,2014-09-30T00:00:00.000
4890,53064,CONFIDENTIAL,2014-09-29T00:00:00.000,,----,----,Queens,,,QN-10,28,,,,,,,Preservation,No,Non Prevailing Wage,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,,2014-12-01T00:00:00.000,2014-12-01T00:00:00.000
4891,53579,CONFIDENTIAL,2014-09-25T00:00:00.000,,----,----,Brooklyn,,,BK-03,41,,,,,,,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,,2014-09-25T00:00:00.000,2014-09-25T00:00:00.000
4892,58195,CONFIDENTIAL,2014-09-25T00:00:00.000,,----,----,Queens,,,QN-13,31,,,,,,,Preservation,No,Non Prevailing Wage,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,,2014-09-25T00:00:00.000,2014-09-25T00:00:00.000
4893,58194,CONFIDENTIAL,2014-09-24T00:00:00.000,,----,----,Brooklyn,,,BK-02,35,,,,,,,Preservation,No,Non Prevailing Wage,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,,2014-09-24T00:00:00.000,2014-09-24T00:00:00.000
