,prevailing_wage_status,low_income_units,middle_income_units,moderate_income_units,extremely_low_income_units,very_low_income_units,project_id
2948,Non Prevailing Wage,0,0,0,0,6,63840
2949,Non Prevailing Wage,0,0,0,0,6,63840
2950,Non Prevailing Wage,0,0,0,0,5,63840
2951,Non Prevailing Wage,0,0,0,0,3,63840
2952,Non Prevailing Wage,0,0,0,0,6,63840
2953,Non Prevailing Wage,0,0,0,0,6,63840
2954,Non Prevailing Wage,0,0,0,0,6,63840
2955,Non Prevailing Wage,0,0,0,0,6,63840
2956,Non Prevailing Wage,0,0,0,0,6,63840
2957,Non Prevailing Wage,0,0,0,0,5,63840
2958,Non Prevailing Wage,0,0,0,0,6,63840
2959,Non Prevailing Wage,0,0,0,0,6,63840
2960,Non Prevailing Wage,0,0,0,0,5,63840
2961,Non Prevailing Wage,0,0,0,0,6,63840
2962,Non Prevailing Wage,0,0,0,0,6,63840
2963,Non Prevailing Wage,0,0,0,0,6,63840
2964,Non Prevailing Wage,0,0,0,0,18,63840
2965,Non Prevailing Wage,0,0,0,0,6,63840
2966,Non Prevailing Wage,0,0,0,0,86,63841
2967,Non Prevailing Wage,0,0,0,0,60,63842
2968,Non Prevailing Wage,0,0,0,0,20,63843
2969,Non Prevailing Wage,0,0,0,0,16,63843
2970,Non Prevailing Wage,0,0,0,0,16,63843
2971,Non Prevailing Wage,0,0,0,0,16,63843
2972,Non Prevailing Wage,0,0,0,0,12,63843
2973,Non Prevailing Wage,0,0,0,0,16,63843
2974,Non Prevailing Wage,0,0,0,0,6,63844
2975,Non Prevailing Wage,0,0,0,0,6,63844
2976,Non Prevailing Wage,0,0,0,0,12,63844
2977,Non Prevailing Wage,0,0,0,0,6,63844
2978,Non Prevailing Wage,0,0,0,0,12,63844
2979,Non Prevailing Wage,0,0,0,0,12,63844
2980,Non Prevailing Wage,0,0,0,0,12,63844
2981,Non Prevailing Wage,0,0,0,0,12,63844
2982,Non Prevailing Wage,0,0,0,0,6,63844
2983,Non Prevailing Wage,0,0,0,0,12,63844
2984,Non Prevailing Wage,0,0,0,0,6,63844
2985,Non Prevailing Wage,0,0,0,0,12,63844
2986,Non Prevailing Wage,0,0,0,0,6,63844
2987,Non Prevailing Wage,0,0,0,0,12,63844
2988,Non Prevailing Wage,0,0,0,0,12,63844
2989,Non Prevailing Wage,0,0,0,0,6,63844
2990,Non Prevailing Wage,0,0,0,0,12,63844
2991,Non Prevailing Wage,0,0,0,0,6,63844
2992,Non Prevailing Wage,0,0,0,0,12,63844
2993,Non Prevailing Wage,0,0,0,0,12,63844
2994,Non Prevailing Wage,0,0,0,0,12,63844
2995,Non Prevailing Wage,0,0,0,0,12,63844
2996,Non Prevailing Wage,0,0,0,0,12,63844
2997,Non Prevailing Wage,0,0,0,0,12,63844
2998,Non Prevailing Wage,0,0,0,0,12,63844
2999,Non Prevailing Wage,0,0,0,0,6,63844
3000,Non Prevailing Wage,0,0,2,0,0,65049
3001,Non Prevailing Wage,0,0,2,0,0,65057
3002,Non Prevailing Wage,0,0,2,0,0,65063
3003,Non Prevailing Wage,0,0,9,0,0,47878
3004,Non Prevailing Wage,1,0,0,0,0,65028
3005,Non Prevailing Wage,0,0,1,0,0,65040
3006,Non Prevailing Wage,3,18,62,0,0,60484
3007,Non Prevailing Wage,24,0,0,0,10,60872
3008,Non Prevailing Wage,9,0,0,0,7,60872
3009,Non Prevailing Wage,24,0,0,0,6,60872
3010,Non Prevailing Wage,24,0,1,0,5,60872
3011,Non Prevailing Wage,2,0,51,0,0,63859
3012,Non Prevailing Wage,14,11,130,0,0,63885
3013,Non Prevailing Wage,23,2,61,0,0,63887
3014,Non Prevailing Wage,0,0,0,0,2,65079
3015,Non Prevailing Wage,35,0,0,1,6,62266
3016,Non Prevailing Wage,20,0,0,0,8,62267
3017,Non Prevailing Wage,20,0,0,0,7,62267
3018,Non Prevailing Wage,63,0,0,0,7,62268
3019,Non Prevailing Wage,130,0,0,0,26,62269
3020,Non Prevailing Wage,22,0,0,0,5,62270
3021,Non Prevailing Wage,47,0,3,0,6,62271
3022,Non Prevailing Wage,45,0,0,0,0,60000
3023,Non Prevailing Wage,10,5,0,0,0,63003
3024,Non Prevailing Wage,0,0,1,0,0,65026
3025,Non Prevailing Wage,4,0,0,0,6,58885
3026,Non Prevailing Wage,1,0,0,0,6,58885
3027,Non Prevailing Wage,1,0,0,0,6,58885
3028,Non Prevailing Wage,1,0,0,0,0,65025
3029,Non Prevailing Wage,0,0,0,0,2,65047
3030,Non Prevailing Wage,492,0,0,0,0,65056
3031,Non Prevailing Wage,68,9,0,0,0,60212
3032,Non Prevailing Wage,15,22,0,0,0,60213
3033,Non Prevailing Wage,0,0,1,0,0,65027
3034,Non Prevailing Wage,16,0,1,38,13,63358
3035,Non Prevailing Wage,0,0,2,0,0,65060
3036,Non Prevailing Wage,0,0,1,6,0,64268
3037,Non Prevailing Wage,0,0,0,3,0,64268
3038,Non Prevailing Wage,0,0,0,6,0,64268
3039,Non Prevailing Wage,1,0,0,13,1,64268
3040,Non Prevailing Wage,0,0,1,6,1,64268
3041,Non Prevailing Wage,0,0,0,6,0,64268
3042,Non Prevailing Wage,0,0,0,6,0,64268
3043,Non Prevailing Wage,0,1,0,5,0,64268
3044,Non Prevailing Wage,0,0,0,5,1,64268
3045,Non Prevailing Wage,2,0,3,18,2,64268
3046,Non Prevailing Wage,1,0,2,25,3,64268
3047,Non Prevailing Wage,1,0,2,40,1,64268
3048,Non Prevailing Wage,1,0,1,14,0,64268
3049,Non Prevailing Wage,0,0,0,7,1,64268
3050,Non Prevailing Wage,0,0,0,15,0,64268
3051,Non Prevailing Wage,0,0,1,14,1,64268
3052,Non Prevailing Wage,0,0,1,5,2,64268
3053,Non Prevailing Wage,0,0,1,6,1,64268
3054,Non Prevailing Wage,1,0,1,9,1,64268
3055,Non Prevailing Wage,0,0,0,6,0,64268
3056,Non Prevailing Wage,0,0,0,5,1,64268
3057,Non Prevailing Wage,0,0,0,6,0,64268
3058,Non Prevailing Wage,0,0,0,2,1,64268
3059,Non Prevailing Wage,0,0,1,5,0,64268
3060,Non Prevailing Wage,0,0,0,5,1,64268
3061,Non Prevailing Wage,0,0,0,5,1,64268
3062,Non Prevailing Wage,1,0,1,13,1,64268
3063,Non Prevailing Wage,0,0,0,6,2,64268
3064,Non Prevailing Wage,0,0,1,15,0,64268
3065,Non Prevailing Wage,0,0,0,5,1,64268
3066,Non Prevailing Wage,0,0,0,5,1,64268
3067,Non Prevailing Wage,0,0,0,1,2,64268
3068,Non Prevailing Wage,0,0,0,3,0,64268
3069,Non Prevailing Wage,0,0,0,3,0,64268
3070,Non Prevailing Wage,0,0,0,6,0,64268
3071,Non Prevailing Wage,1,0,1,5,1,64268
3072,Non Prevailing Wage,0,0,0,6,2,64268
3073,Non Prevailing Wage,0,0,0,16,0,64268
3074,Non Prevailing Wage,0,0,0,8,0,64268
3075,Non Prevailing Wage,0,0,0,6,2,64268
3076,Non Prevailing Wage,0,0,0,2,1,64268
3077,Non Prevailing Wage,9,0,0,0,0,58521
3078,Non Prevailing Wage,22,0,0,0,0,58667
3079,Non Prevailing Wage,0,0,0,11,3,61627
3080,Non Prevailing Wage,1,0,0,47,9,61627
3081,Non Prevailing Wage,24,0,0,0,0,60740
3082,Non Prevailing Wage,38,0,0,0,0,59382
3083,Non Prevailing Wage,35,0,0,0,0,59382
3084,Non Prevailing Wage,6,0,0,0,0,65104
3085,Non Prevailing Wage,4,0,1,57,7,63356
3086,Non Prevailing Wage,15,0,0,0,0,65110
3087,Non Prevailing Wage,1,0,0,0,0,64865
3088,Non Prevailing Wage,1,0,0,0,0,64866
3089,Non Prevailing Wage,1,0,0,0,0,64868
3090,Non Prevailing Wage,113,0,43,0,17,58621
3091,Non Prevailing Wage,3,0,0,0,0,65116
3092,Non Prevailing Wage,10,0,0,0,0,49279
3093,Non Prevailing Wage,14,0,0,0,0,65072
3094,Non Prevailing Wage,9,0,0,0,0,65074
3095,Non Prevailing Wage,34,0,0,0,0,65134
3096,Non Prevailing Wage,27,0,0,54,8,58671
3097,Non Prevailing Wage,1,0,0,0,0,64859
3098,Non Prevailing Wage,8,0,0,0,0,65143
3099,Non Prevailing Wage,0,0,1,0,0,64858
3100,Non Prevailing Wage,1,0,0,0,0,64855
3101,Non Prevailing Wage,1,0,0,0,0,64857
3102,Non Prevailing Wage,1,0,0,0,0,64850
3103,Non Prevailing Wage,1,0,0,0,0,64652
3104,Non Prevailing Wage,27,30,29,29,36,63839
3105,Non Prevailing Wage,19,28,41,27,24,63839
3106,Non Prevailing Wage,31,30,40,21,23,63839
3107,Non Prevailing Wage,18,36,37,25,20,63839
3108,Non Prevailing Wage,60,58,69,58,49,63839
3109,Non Prevailing Wage,60,65,71,45,48,63839
3110,Non Prevailing Wage,44,52,68,70,49,63839
3111,Non Prevailing Wage,41,63,76,65,50,63839
3112,Non Prevailing Wage,51,65,75,57,53,63839
3113,Non Prevailing Wage,37,28,36,27,28,63839
3114,Non Prevailing Wage,6,0,0,0,26,62303
3115,Non Prevailing Wage,8,0,0,0,0,65103
3116,Non Prevailing Wage,0,0,1,0,0,64654
3117,Non Prevailing Wage,1,0,0,0,0,64655
3118,Non Prevailing Wage,1,0,0,0,0,64653
3119,Non Prevailing Wage,20,0,0,0,0,65124
3120,Non Prevailing Wage,126,0,0,0,0,63838
3121,Non Prevailing Wage,0,0,4,0,0,64453
3122,Non Prevailing Wage,1,0,0,0,0,64650
3123,Non Prevailing Wage,0,0,0,0,1,64649
3124,Non Prevailing Wage,1,0,0,0,0,64656
3125,Non Prevailing Wage,152,0,0,65,0,54520
3126,Non Prevailing Wage,102,0,0,46,5,60020
3127,Non Prevailing Wage,100,0,17,33,16,60810
3128,Non Prevailing Wage,49,30,19,16,38,61405
3129,Non Prevailing Wage,1,0,0,0,0,64646
3130,Non Prevailing Wage,22,0,0,0,0,63121
3131,Non Prevailing Wage,73,0,0,0,0,61902
3132,Non Prevailing Wage,0,0,1,0,0,64396
3133,Non Prevailing Wage,8,0,0,0,0,65136
3134,Non Prevailing Wage,10,0,0,0,8,59637
3135,Non Prevailing Wage,6,0,1,2,15,59637
3136,Non Prevailing Wage,0,2,0,0,0,64407
3137,Non Prevailing Wage,1,0,0,0,0,64394
3138,Non Prevailing Wage,1,0,0,0,0,64395
3139,Non Prevailing Wage,4,0,1,23,121,52735
3140,Non Prevailing Wage,0,0,0,0,1,64393
3141,Non Prevailing Wage,1,0,0,0,0,64384
3142,Non Prevailing Wage,1,0,0,0,0,64392
3143,Non Prevailing Wage,3,0,0,0,0,65102
3144,Non Prevailing Wage,2,0,0,0,0,64301
3145,Non Prevailing Wage,1,0,0,0,0,64391
3146,Non Prevailing Wage,70,0,25,40,0,59495
3147,Non Prevailing Wage,72,0,0,0,0,65036
3148,Non Prevailing Wage,0,7,0,0,0,65086
3149,Non Prevailing Wage,1,0,0,0,0,64381
3150,Non Prevailing Wage,1,0,0,0,0,64379
3151,Non Prevailing Wage,0,0,0,0,1,64377
3152,Non Prevailing Wage,1,0,0,0,0,64332
3153,Non Prevailing Wage,11,0,0,13,24,60034
3154,Non Prevailing Wage,0,0,0,0,0,60034
3155,Non Prevailing Wage,0,0,0,0,0,60034
3156,Non Prevailing Wage,0,0,0,0,0,60034
3157,Non Prevailing Wage,0,0,0,0,0,60034
3158,Non Prevailing Wage,0,0,0,0,0,60034
3159,Non Prevailing Wage,0,0,0,0,0,60034
3160,Non Prevailing Wage,1,0,0,0,0,51950
3161,Non Prevailing Wage,1,0,0,0,0,51950
3162,Non Prevailing Wage,1,0,0,0,0,51950
3163,Non Prevailing Wage,1,0,0,0,0,51950
3164,Non Prevailing Wage,1,0,0,0,0,51950
3165,Non Prevailing Wage,1,0,0,0,0,51950
3166,Non Prevailing Wage,1,0,0,0,0,51950
3167,Non Prevailing Wage,1,0,0,0,0,51950
3168,Non Prevailing Wage,1,0,0,0,0,51950
3169,Non Prevailing Wage,1,0,0,0,0,51950
3170,Non Prevailing Wage,1,0,0,0,0,51950
3171,Non Prevailing Wage,1,0,0,0,0,51950
3172,Non Prevailing Wage,1,0,0,0,0,51950
3173,Non Prevailing Wage,1,0,0,0,0,51950
3174,Non Prevailing Wage,1,0,0,0,0,51950
3175,Non Prevailing Wage,1,0,0,0,0,51950
3176,Non Prevailing Wage,1,0,0,0,0,51950
3177,Non Prevailing Wage,1,0,0,0,0,51950
3178,Non Prevailing Wage,1,0,0,0,0,51950
3179,Non Prevailing Wage,1,0,0,0,0,51950
3180,Prevailing Wage,3,0,0,40,9,52985
3181,Non Prevailing Wage,1,0,0,0,0,64106
3182,Non Prevailing Wage,1,0,0,0,0,64088
3183,Non Prevailing Wage,2,0,0,0,0,64645
3184,Non Prevailing Wage,0,2,0,0,0,64645
3185,Non Prevailing Wage,7,0,0,0,0,44332
3186,Non Prevailing Wage,10,0,0,0,0,44332
3187,Non Prevailing Wage,8,0,0,0,0,44332
3188,Non Prevailing Wage,1,0,0,0,0,64087
3189,Non Prevailing Wage,1,0,0,0,0,64086
3190,Non Prevailing Wage,1,0,0,0,0,64085
3191,Non Prevailing Wage,5,0,0,0,0,65097
3192,Non Prevailing Wage,1,0,0,93,2,58876
3193,Non Prevailing Wage,1,0,0,94,1,58876
3194,Non Prevailing Wage,25,0,16,0,0,61655
3195,Non Prevailing Wage,1,0,0,0,0,63870
3196,Non Prevailing Wage,1,0,0,0,0,63868
3197,Non Prevailing Wage,1,0,0,0,0,63869
3198,Non Prevailing Wage,1,0,0,0,0,63867
3199,Non Prevailing Wage,2,0,0,14,1,60427
3200,Non Prevailing Wage,3,0,0,21,3,60427
3201,Non Prevailing Wage,3,0,0,15,5,60427
3202,Non Prevailing Wage,5,0,0,28,2,60427
3203,Non Prevailing Wage,1,0,0,20,3,60427
3204,Non Prevailing Wage,1,0,0,0,0,63866
3205,Non Prevailing Wage,1,0,0,0,0,63865
3206,Non Prevailing Wage,0,0,0,80,0,58388
3207,Non Prevailing Wage,1,0,0,0,0,63864
3208,Non Prevailing Wage,19,0,0,0,0,52989
3209,Non Prevailing Wage,1,0,0,0,0,63863
3210,Non Prevailing Wage,3,0,0,0,0,58756
3211,Non Prevailing Wage,7,0,0,0,0,65071
3212,Prevailing Wage,0,0,0,167,0,58966
3213,Non Prevailing Wage,59,0,0,0,60,60249
3214,Non Prevailing Wage,40,0,0,8,32,60249
3215,Non Prevailing Wage,2,0,0,0,0,63348
3216,Non Prevailing Wage,0,0,2,0,0,63349
3217,Non Prevailing Wage,1,0,0,0,0,63738
3218,Non Prevailing Wage,83,0,0,36,0,55264
3219,Non Prevailing Wage,105,0,60,0,66,58625
3220,Non Prevailing Wage,27,0,25,0,0,60319
3221,Non Prevailing Wage,72,0,0,1,53,60342
3222,Non Prevailing Wage,0,0,1,8,3,60777
3223,Prevailing Wage,0,158,0,0,0,63372
3224,Prevailing Wage,0,188,0,0,0,63372
3225,Prevailing Wage,0,72,0,0,0,63372
3226,Prevailing Wage,0,16,0,0,0,63372
3227,Non Prevailing Wage,48,79,0,0,32,44282
3228,Non Prevailing Wage,182,0,16,46,60,44339
3229,Non Prevailing Wage,1,0,0,0,5,58864
3230,Non Prevailing Wage,2,0,0,2,12,58864
3231,Non Prevailing Wage,1,0,0,0,3,58864
3232,Non Prevailing Wage,2,0,0,1,3,58864
3233,Non Prevailing Wage,1,0,0,0,5,58864
3234,Non Prevailing Wage,3,0,0,2,6,58864
3235,Non Prevailing Wage,2,0,0,0,4,58864
3236,Non Prevailing Wage,1,0,0,1,4,58864
3237,Non Prevailing Wage,279,0,1,39,7,58889
3238,Non Prevailing Wage,10,0,0,0,2,58891
3239,Non Prevailing Wage,1,0,0,0,2,58891
3240,Non Prevailing Wage,2,0,0,0,1,58891
3241,Non Prevailing Wage,3,0,0,0,6,58891
3242,Non Prevailing Wage,2,0,0,0,8,58891
3243,Non Prevailing Wage,0,0,0,0,3,58891
3244,Non Prevailing Wage,2,0,0,0,7,58891
3245,Non Prevailing Wage,1,0,0,0,4,58891
3246,Non Prevailing Wage,9,0,0,1,14,58891
3247,Non Prevailing Wage,9,0,0,1,12,58891
3248,Non Prevailing Wage,7,0,0,0,3,58891
3249,Non Prevailing Wage,4,0,0,0,6,58891
3250,Non Prevailing Wage,3,0,0,4,8,58891
3251,Non Prevailing Wage,7,0,0,0,8,58891
3252,Non Prevailing Wage,7,0,0,0,7,58891
3253,Non Prevailing Wage,28,0,0,0,31,58891
3254,Non Prevailing Wage,1,0,0,0,7,58891
3255,Non Prevailing Wage,2,0,0,0,6,58891
3256,Non Prevailing Wage,8,0,0,0,6,58891
3257,Non Prevailing Wage,8,0,0,0,10,58891
3258,Non Prevailing Wage,14,0,0,0,16,58891
3259,Non Prevailing Wage,3,0,0,0,5,58891
3260,Non Prevailing Wage,3,0,0,0,15,58891
3261,Non Prevailing Wage,10,0,0,0,13,58891
3262,Non Prevailing Wage,13,0,0,0,11,58891
3263,Non Prevailing Wage,2,0,0,0,1,58891
3264,Non Prevailing Wage,2,0,0,0,7,58891
3265,Non Prevailing Wage,1,0,0,0,9,58891
3266,Non Prevailing Wage,1,0,0,0,4,58891
3267,Non Prevailing Wage,0,0,0,0,4,58891
3268,Non Prevailing Wage,0,0,0,0,3,58891
3269,Non Prevailing Wage,10,0,0,1,3,58891
3270,Non Prevailing Wage,3,0,0,0,10,58891
3271,Non Prevailing Wage,0,0,0,0,4,58891
3272,Non Prevailing Wage,5,0,0,0,12,58891
3273,Non Prevailing Wage,8,0,0,0,0,58891
3274,Non Prevailing Wage,4,0,0,0,0,58891
3275,Non Prevailing Wage,1,0,0,0,5,58891
3276,Non Prevailing Wage,2,0,0,1,13,58891
3277,Non Prevailing Wage,2,0,0,0,6,58891
3278,Non Prevailing Wage,0,193,0,0,0,63369
3279,Non Prevailing Wage,24,0,0,8,8,60505
3280,Non Prevailing Wage,1,0,0,0,0,63717
3281,Non Prevailing Wage,90,448,0,0,0,52774
3282,Non Prevailing Wage,78,0,25,0,26,52775
3283,Non Prevailing Wage,139,0,44,20,20,58955
3284,Non Prevailing Wage,159,0,0,27,80,60779
3285,Non Prevailing Wage,7,0,0,15,45,58829
3286,Prevailing Wage,40,0,0,0,0,63373
3287,Prevailing Wage,40,0,0,0,0,63373
3288,Prevailing Wage,32,0,0,0,0,63373
3289,Prevailing Wage,217,0,0,0,0,63373
3290,Prevailing Wage,56,0,0,0,0,63373
3291,Prevailing Wage,16,0,0,0,0,63373
3292,Prevailing Wage,40,0,0,0,0,63373
3293,Prevailing Wage,32,0,0,0,0,63373
3294,Prevailing Wage,206,0,0,0,0,63373
3295,Prevailing Wage,198,0,0,0,0,63373
3296,Prevailing Wage,216,0,0,0,0,63373
3297,Non Prevailing Wage,0,352,0,0,0,63371
3298,Non Prevailing Wage,1,0,0,0,0,63553
3299,Non Prevailing Wage,27,0,0,0,0,59004
3300,Non Prevailing Wage,1,0,0,0,0,63737
3301,Non Prevailing Wage,1,0,0,0,0,63554
3302,Non Prevailing Wage,0,0,0,3,1,58926
3303,Non Prevailing Wage,8,0,0,0,0,61713
3304,Non Prevailing Wage,1,0,0,0,0,63716
3305,Non Prevailing Wage,39,0,0,0,0,53557
3306,Non Prevailing Wage,39,0,0,0,0,53557
3307,Non Prevailing Wage,39,0,0,0,0,53557
3308,Non Prevailing Wage,39,0,0,0,0,53557
3309,Non Prevailing Wage,38,0,0,0,0,53557
3310,Non Prevailing Wage,39,0,0,0,0,53557
3311,Prevailing Wage,20,0,0,48,0,58793
3312,Non Prevailing Wage,100,0,0,0,0,61016
3313,Non Prevailing Wage,0,0,1,0,0,63335
3314,Non Prevailing Wage,1,0,0,0,0,63736
3315,Non Prevailing Wage,25,0,0,0,0,58631
3316,Non Prevailing Wage,1,0,0,0,0,63339
3317,Non Prevailing Wage,1,0,0,0,0,63225
3318,Non Prevailing Wage,1,0,0,0,0,63274
3319,Non Prevailing Wage,1,0,0,2,3,59031
3320,Non Prevailing Wage,0,0,0,1,2,59031
3321,Non Prevailing Wage,0,0,0,2,8,59031
3322,Non Prevailing Wage,7,0,0,0,1,59031
3323,Non Prevailing Wage,2,0,0,1,7,59031
3324,Non Prevailing Wage,2,0,0,0,6,59031
3325,Non Prevailing Wage,3,0,0,0,7,59031
3326,Non Prevailing Wage,1,0,0,0,7,59031
3327,Non Prevailing Wage,50,0,0,0,0,53555
3328,Non Prevailing Wage,102,0,0,0,0,53555
3329,Non Prevailing Wage,82,0,0,0,0,53556
3330,Non Prevailing Wage,53,0,0,0,0,53556
3331,Non Prevailing Wage,9,0,0,0,0,65099
3332,Non Prevailing Wage,2,0,0,0,0,64617
3333,Non Prevailing Wage,49,0,0,0,0,61736
3334,Non Prevailing Wage,156,0,0,0,0,61738
3335,Non Prevailing Wage,64,0,0,0,0,61741
3336,Non Prevailing Wage,1,0,0,0,0,63269
3337,Non Prevailing Wage,9,5,0,0,9,58697
3338,Non Prevailing Wage,99,0,0,0,0,63368
3339,Non Prevailing Wage,1,0,0,0,0,63174
3340,Non Prevailing Wage,2,0,0,0,0,65064
3341,Non Prevailing Wage,0,0,0,6,3,58658
3342,Non Prevailing Wage,0,0,0,4,4,58658
3343,Non Prevailing Wage,0,0,0,6,2,58658
3344,Non Prevailing Wage,0,0,0,2,5,58658
3345,Non Prevailing Wage,0,0,0,4,6,58658
3346,Non Prevailing Wage,1,0,0,0,0,63267
3347,Non Prevailing Wage,1,0,0,0,0,63271
3348,Non Prevailing Wage,0,0,0,16,0,50386
3349,Non Prevailing Wage,5,0,0,0,7,58980
3350,Non Prevailing Wage,6,0,0,0,2,58980
3351,Non Prevailing Wage,6,0,0,0,1,58980
3352,Non Prevailing Wage,4,0,0,0,4,58980
3353,Non Prevailing Wage,1,0,0,0,0,63096
3354,Non Prevailing Wage,2,0,0,0,0,63338
3355,Non Prevailing Wage,17,0,0,0,0,61021
3356,Non Prevailing Wage,20,0,0,0,0,57758
3357,Non Prevailing Wage,1,0,0,0,0,63095
3358,Non Prevailing Wage,2,0,0,0,0,65080
3359,Non Prevailing Wage,0,0,1,0,0,50424
3360,Non Prevailing Wage,0,0,1,0,0,50424
3361,Non Prevailing Wage,0,0,1,0,0,50424
3362,Non Prevailing Wage,1,0,0,0,0,50424
3363,Non Prevailing Wage,1,0,0,0,0,50424
3364,Non Prevailing Wage,1,0,0,0,0,50424
3365,Non Prevailing Wage,1,0,0,0,0,50424
3366,Non Prevailing Wage,1,0,0,0,0,50424
3367,Non Prevailing Wage,0,0,1,0,0,50424
3368,Non Prevailing Wage,1,0,0,0,0,50424
3369,Non Prevailing Wage,1,0,0,0,0,50424
3370,Non Prevailing Wage,1,0,0,0,0,50424
3371,Non Prevailing Wage,0,0,1,0,0,50424
3372,Non Prevailing Wage,0,0,1,0,0,50424
3373,Non Prevailing Wage,1,0,0,0,0,50424
3374,Non Prevailing Wage,1,0,0,0,0,50424
3375,Non Prevailing Wage,0,0,1,0,0,50424
3376,Non Prevailing Wage,0,0,1,0,0,50424
3377,Non Prevailing Wage,0,0,1,0,0,50424
3378,Non Prevailing Wage,1,0,0,0,0,63093
3379,Non Prevailing Wage,2,0,0,2,0,49716
3380,Non Prevailing Wage,6,0,0,1,0,49716
3381,Non Prevailing Wage,5,0,0,21,0,49716
3382,Non Prevailing Wage,4,0,0,4,0,49716
3383,Non Prevailing Wage,2,0,0,2,0,49716
3384,Non Prevailing Wage,2,0,0,2,0,49716
3385,Non Prevailing Wage,9,0,0,0,0,49716
3386,Non Prevailing Wage,6,0,0,6,0,49716
3387,Non Prevailing Wage,7,0,0,5,1,49716
3388,Non Prevailing Wage,1,0,0,0,0,62990
3389,Non Prevailing Wage,1,0,0,0,0,62287
3390,Non Prevailing Wage,1,0,0,0,0,62989
3391,Non Prevailing Wage,1,0,0,0,0,62987
3392,Non Prevailing Wage,1,0,0,0,0,62988
3393,Non Prevailing Wage,0,0,0,2,6,58302
3394,Non Prevailing Wage,1,0,0,0,0,62986
3395,Prevailing Wage,52,0,0,82,0,58965
3396,Non Prevailing Wage,65,0,0,60,0,59740
3397,Non Prevailing Wage,1,0,0,0,0,62985
3398,Non Prevailing Wage,0,23,0,0,0,65131
3399,Non Prevailing Wage,1,0,0,0,0,65115
3400,Non Prevailing Wage,1,0,0,0,0,62984
3401,Non Prevailing Wage,1,0,0,0,0,62983
3402,Non Prevailing Wage,4,0,0,0,0,65141
3403,Non Prevailing Wage,1,0,0,0,0,62982
3404,Non Prevailing Wage,6,0,0,0,0,65105
3405,Non Prevailing Wage,47,23,0,0,0,53484
3406,Non Prevailing Wage,1,0,0,0,0,62978
3407,Non Prevailing Wage,1,0,0,0,0,62981
3408,Non Prevailing Wage,35,0,0,0,0,65098
3409,Non Prevailing Wage,6,0,0,3,229,57533
3410,Non Prevailing Wage,1,0,0,0,0,62976
3411,Non Prevailing Wage,1,0,0,0,0,62974
3412,Non Prevailing Wage,1,0,0,0,0,62973
3413,Non Prevailing Wage,0,0,3,0,0,62178
3414,Non Prevailing Wage,0,0,0,0,1,63013
3415,Non Prevailing Wage,0,0,1,0,0,62162
3416,Non Prevailing Wage,9,0,0,7,9,60049
3417,Non Prevailing Wage,8,0,1,6,11,60049
3418,Non Prevailing Wage,10,0,5,2,14,60049
3419,Non Prevailing Wage,1,0,0,0,0,63012
3420,Non Prevailing Wage,24,0,0,0,0,55205
3421,Non Prevailing Wage,0,23,0,0,0,65077
3422,Non Prevailing Wage,0,0,0,1,12,58992
3423,Non Prevailing Wage,1,0,0,0,0,63011
3424,Non Prevailing Wage,5,0,1,0,0,58823
3425,Non Prevailing Wage,16,0,0,2,2,60361
3426,Non Prevailing Wage,9,0,0,0,0,65139
3427,Non Prevailing Wage,1,0,0,0,0,62996
3428,Non Prevailing Wage,6,0,0,0,0,65094
3429,Non Prevailing Wage,2,0,0,0,0,65119
3430,Non Prevailing Wage,1,0,0,0,0,62995
3431,Non Prevailing Wage,24,0,0,0,0,65113
3432,Prevailing Wage,0,0,0,67,0,52999
3433,Non Prevailing Wage,1,0,0,0,0,62994
3434,Non Prevailing Wage,1,0,0,0,0,63007
3435,Non Prevailing Wage,1,0,0,0,0,62246
3436,Non Prevailing Wage,0,50,0,0,0,65125
3437,Non Prevailing Wage,7,4,0,0,7,59387
3438,Non Prevailing Wage,1,0,0,0,0,61937
3439,Non Prevailing Wage,10,0,0,19,13,60431
3440,Non Prevailing Wage,2,0,0,19,39,60431
3441,Non Prevailing Wage,0,0,0,22,23,60431
3442,Non Prevailing Wage,3,0,0,21,20,60431
3443,Non Prevailing Wage,0,0,0,12,16,60431
3444,Non Prevailing Wage,0,0,0,15,16,60431
3445,Non Prevailing Wage,2,0,0,0,0,60431
3446,Non Prevailing Wage,0,0,0,31,4,60431
3447,Non Prevailing Wage,1,0,0,0,32,60431
3448,Non Prevailing Wage,415,0,0,0,0,58945
3449,Non Prevailing Wage,1,0,0,0,0,61721
3450,Non Prevailing Wage,13,0,0,0,0,65140
3451,Non Prevailing Wage,0,0,1,0,0,61944
3452,Non Prevailing Wage,1,0,0,0,0,61935
3453,Non Prevailing Wage,1,0,0,0,0,61722
3454,Non Prevailing Wage,1,0,0,0,0,61723
3455,Non Prevailing Wage,0,0,0,0,1,61933
3456,Non Prevailing Wage,1,0,0,0,0,61724
3457,Non Prevailing Wage,1,0,0,0,0,61901
3458,Prevailing Wage,0,0,0,60,0,58235
3459,Non Prevailing Wage,1,0,0,0,0,61898
3460,Non Prevailing Wage,12,0,0,7,36,52461
3461,Non Prevailing Wage,5,0,0,2,15,54984
3462,Non Prevailing Wage,0,0,0,0,31,59193
3463,Non Prevailing Wage,0,0,0,61,0,59193
3464,Non Prevailing Wage,0,0,0,61,0,59193
3465,Non Prevailing Wage,0,0,2,38,0,59193
